query_id,question,expected_answer,question_type,difficulty,retrieval_method,rank,document_id,chunk_id,title,text,retrieval_score,is_supporting
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Dense,1,D008,D008_C001,June Miller,"June Miller (January 7 or 28, 1902 – February 1, 1979) was the much-written-about second wife of Henry Miller.",0.7057173252105713,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Dense,2,D010,D010_C001,"Jim Miller (Australian footballer, born 1919)",James Henry Miller (born 30 May 1919) is a former Australian rules footballer in the Victorian Football League (VFL).,0.6245312690734863,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Dense,3,D003,D003_C003,Incest: From a Journal of Love,"It features Nin's relationships with writer Henry Miller, his wife June Miller, the psychoanalyst Otto Rank, her father Joaquín Nin, and her husband Hugh Parker Guiler.",0.5235443711280823,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Dense,4,D005,D005_C001,Ewan MacColl,"James Henry Miller (25 January 1915 – 22 October 1989), better known by his stage name Ewan MacColl, was an English folk singer, songwriter, communist, labour activist, actor, poet, playwright and record producer.",0.49769991636276245,True
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Dense,5,D007,D007_C002,Henry Miller Memorial Library,Henry Miller’s friend Emil White built the house that is now the Library in the mid-1960s.,0.47624772787094116,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Dense,1,D001,D001_C002,Cadmium chloride,It is a hygroscopic solid that is highly soluble in water and slightly soluble in alcohol.,0.8373819589614868,True
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Dense,2,D001,D001_C003,Cadmium chloride,"Although it is considered to be ionic, it has considerable covalent character to its bonding.",0.7820820808410645,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Dense,3,D001,D001_C005,Cadmium chloride,Also known are CdCl•HO and CdCl•5HO.,0.7517629861831665,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Dense,4,D001,D001_C001,Cadmium chloride,"Cadmium chloride is a white crystalline compound of cadmium and chlorine, with the formula CdCl.",0.7383489608764648,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Dense,5,D001,D001_C004,Cadmium chloride,"The crystal structure of cadmium chloride (described below), composed of two-dimensional layers of ions, is a reference for describing other crystal structures.",0.6957426071166992,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Dense,1,D006,D006_C002,Jonathan Stark (tennis),During his career he won two Grand Slam doubles titles (the 1994 French Open Men's Doubles and the 1995 Wimbledon Championships Mixed Doubles).,0.7235764861106873,True
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Dense,2,D003,D003_C001,Henri Leconte,Henri Leconte (born 4 July 1963) is a former French professional tennis player.,0.6899741888046265,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Dense,3,D006,D006_C003,Jonathan Stark (tennis),Stark reached the World No. 1 doubles ranking in 1994.,0.6691035032272339,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Dense,4,D006,D006_C001,Jonathan Stark (tennis),"Jonathan Stark (born April 3, 1971) is a former professional tennis player from the United States.",0.6371307373046875,True
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Dense,5,D008,D008_C002,Ken Rosewall,He won a record 23 tennis Majors including 8 Grand Slam singles titles and before the Open Era a record 15 Pro Slam titles and a record 35 Major finals overall.,0.6196449995040894,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Dense,1,D009,D009_C002,Eumacaria,"It contains only one species, Eumacaria madopata, the brown-bordered geometer moth, which is found in North America, where it has been recorded from British Columbia, northern Washington, southern Saskatchewan, from Maine to Florida, South Dakota, North Dakota, Nebraska, Wyoming, Idaho, Colorado and New Mexico.",0.6015060544013977,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Dense,2,D010,D010_C002,Nymphuliella,"It contains only one species, Nymphuliella daeckealis, the China Mark Moth, which is found from New Jersey south to Florida and west to Colorado.",0.5891466736793518,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Dense,3,D009,D009_C001,Eumacaria,Eumacaria is a genus of moth in the family Geometridae.,0.5531741976737976,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Dense,4,D007,D007_C001,Parectropis,Parectropis is a genus in the geometer moth family (Geometridae).,0.543973445892334,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Dense,5,D003,D003_C002,Eutrapela,"It contains only one species, Eutrapela clemataria, the curve-toothed geometer moth or purplish-brown looper, which is found in North America, where it has been recorded from Nova Scotia to Florida, west to Texas and north to Saskatchewan.",0.53795325756073,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Dense,1,D005,D005_C003,Badr Hari,"Hari has been a prominent figure in the world of kickboxing and was once considered the best kickboxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",0.7537099123001099,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Dense,2,D007,D007_C003,Global Fighting Championship,It was considered as one of the biggest kickboxing and MMA promotion in Middle East.,0.5542961359024048,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Dense,3,D005,D005_C001,Badr Hari,"Badr Hari (Arabic: بدر هاري‎ ‎ ; born 8 December 1984) is a Moroccan-Dutch super heavyweight kickboxer from Amsterdam, fighting out of Mike's Gym in Oostzaan.",0.4548046588897705,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Dense,4,D007,D007_C002,Global Fighting Championship,"Fighters from around world on the roster include Badr Hari, Peter Aerts, Peter Graham, Dewey Cooper, Zabit Samedov.",0.4312096834182739,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Dense,5,D005,D005_C002,Badr Hari,"He is a former K-1 Heavyweight champion (2007—2008), It's Showtime Heavyweight world champion (2009-2010) and ""K-1 World Grand Prix 2009"" finalist.",0.3780374825000763,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Dense,1,D001,D001_C001,House of Anubis,"House of Anubis is a mystery television series developed for Nickelodeon based on the Dutch-Belgian television series ""Het Huis Anubis"".",0.7433064579963684,True
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Dense,2,D001,D001_C002,House of Anubis,The series was created by Hans Bourlon and Gert Verhulst and premiered on Nickelodeon on 1 January 2011 in the United States and on 25 February 2011 in the United Kingdom.,0.7029141783714294,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Dense,3,D009,D009_C001,Het Huis Anubis,"Het Huis Anubis (""The House of Anubis"") is a Belgian-Dutch children's television drama created by Studio 100 and Nickelodeon, airing in the Netherlands and Flanders.",0.696178674697876,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Dense,4,D001,D001_C004,House of Anubis,The show aired from 1 January 2011 to 17 June 2013.,0.6696670055389404,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Dense,5,D001,D001_C003,House of Anubis,The series is the first series from the network to be filmed outside the United States and the first telenovela-format series for the network.,0.6588921546936035,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Dense,1,D008,D008_C002,2015 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 8 February 2015, was the thirteenth running of the Bathurst 12 Hour.",0.6994328498840332,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Dense,2,D005,D005_C002,2016 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 7 February 2016, was the fourteenth running of the Bathurst 12 Hour.",0.6986513137817383,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Dense,3,D007,D007_C002,2013 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 10 February 2013, was the eleventh running of the Bathurst 12 Hour.",0.6976341009140015,True
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Dense,4,D010,D010_C002,2014 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 9 February 2014, was the twelfth running of the Bathurst 12 Hour.",0.6904534101486206,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Dense,5,D007,D007_C001,2013 Liqui Moly Bathurst 12 Hour,"The 2013 Liqui Moly Bathurst 12 Hour was an endurance race for a variety of GT and touring car classes, including: GT3 cars, GT4 cars, Group 3E Series Production Cars and Dubai 24 Hour cars.",0.6537477374076843,True
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Dense,1,D007,D007_C001,"Fast Cars, Danger, Fire and Knives","Fast Cars, Danger, Fire and Knives is an EP by American hip hop artist Aesop Rock.",0.6072313785552979,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Dense,2,D007,D007_C002,"Fast Cars, Danger, Fire and Knives","Released via the Definitive Jux label on February 22, 2005, the record is produced by Blockhead and Aesop Rock himself, with the former producing three tracks and the latter producing four, with one track produced by Rob Sonic.",0.5862407684326172,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Dense,3,D007,D007_C003,"Fast Cars, Danger, Fire and Knives","Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P.",0.5844042897224426,True
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Dense,4,D007,D007_C004,"Fast Cars, Danger, Fire and Knives",All scratches are performed by DJ Big Wiz.,0.5347495079040527,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Dense,5,D002,D002_C002,El-P,"Originally a member of Company Flow, El-P has been a major driving force in alternative hip hop for more than two decades, producing for several notable rappers such as Aesop Rock, Mr. Lif, and Cage, among others.",0.4485899806022644,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Dense,1,D005,D005_C001,Gunmen from Laredo,"Gunmen from Laredo is a 1959 American western film produced and directed by Wallace MacDonald, which stars Robert Knapp, Maureen Hingert, and Walter Coy.",0.6609870195388794,True
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Dense,2,D007,D007_C007,Frontier Texas!,The narrator in the theater is actor-artist Buck Taylor from Fort Worth.,0.6367669105529785,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Dense,3,D007,D007_C006,Frontier Texas!,"Visitors see depictions of buffalo hunters, Comanche warriors, explorers, and pioneers in the theatre called the ""Century of Adventure"", 1780-1880.",0.5298048257827759,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Dense,4,D001,D001_C006,Louis Stevens (writer),"Stevens' final screenplay was for ""Flaming Frontier"" in 1958, although he did some work on additional dialogue for the 1959 film, ""Desert Desperadoes"".",0.5002261996269226,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Dense,5,D008,D008_C002,Walter Coy,"He was best known for narrating the NBC western anthology series, ""Frontier"", which aired early Sunday evenings in the 1955–1956 season.",0.486024409532547,True
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Dense,1,D009,D009_C001,Die Rhöner Säuwäntzt,"Die Rhöner Säuwäntzt are a Skiffle-Bluesband from Eichenzell-Lütter in Hessen, Germany.",0.6901441216468811,True
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Dense,2,D009,D009_C002,Die Rhöner Säuwäntzt,"The line-up consists of Martin Caba, Christoph Günther and Christoph Leipold playing Skiffle-Blues with lyrics based on Rhön Mountains dialect and other Hessian dialects varieties.",0.6287932991981506,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Dense,3,D009,D009_C003,Die Rhöner Säuwäntzt,"The expression ""Säuwäntzt"" means pork belly and refers also to untidy or unruly children and youth.",0.5718221664428711,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Dense,4,D007,D007_C003,Kantrum,"In its purest form, cho-kantrum, singers, percussion and fiddles dominate the sound.",0.4076414108276367,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Dense,5,D002,D002_C002,Bubu music,"The music was originally used in witchcraft ceremonies, but later it turned into a popular religious processional style played during Ramadan.",0.3533174395561218,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Dense,1,D002,D002_C004,Malcolm Smith (American football),Smith was named the Most Valuable Player of Super Bowl XLVIII after they defeated the Denver Broncos.,0.8141523599624634,True
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Dense,2,D002,D002_C002,Malcolm Smith (American football),Smith played college football at USC.,0.7324714064598083,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Dense,3,D002,D002_C003,Malcolm Smith (American football),He was drafted by the Seattle Seahawks in the seventh round of the 2011 NFL Draft.,0.6536588668823242,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Dense,4,D002,D002_C001,Malcolm Smith (American football),"Malcolm Xavier Smith (born July 5, 1989) is an American football linebacker for the San Francisco 49ers of the National Football League (NFL).",0.6249802112579346,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Dense,5,D005,D005_C008,Steve Clark (American football),Just recently Steve was named to the top 100 greatest players in the history of the University of Utah actually being named 9th best of All-Time.,0.6071614027023315,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Dense,1,D001,D001_C004,Zilpo Road,"It follows FSR 918, which is a two lane paved road suitable for all motor vehicles and is usually open throughout the year.",0.6392899751663208,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Dense,2,D001,D001_C001,Zilpo Road,"Zilpo Road is a National Forest Scenic Byway in the forested hills of eastern Kentucky, United States.",0.619587779045105,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Dense,3,D001,D001_C002,Zilpo Road,"The nine mile byway starts south of Morehead, Kentucky and can be accessed by U.S. Highway 60.",0.6016187071800232,True
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Dense,4,D001,D001_C003,Zilpo Road,The byway travels through the Daniel Boone National Forest and ends on the western shore of Cave Run Lake at the Zilpo Recreation Area.,0.5902482271194458,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Dense,5,D003,D003_C002,Peterman Hill,The road was originally known as Midland Trail and later U.S. 60 alternate until 1964 when it reverted to county maintenance.,0.5611095428466797,False
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,Dense,1,D009,D009_C001,The Great Outdoors (film),"The Great Outdoors is a 1988 American comedy film directed by Howard Deutch, and written and produced by John Hughes.",0.7094113230705261,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,Dense,2,D009,D009_C002,The Great Outdoors (film),"It stars Dan Aykroyd, John Candy, Stephanie Faracy and Annette Bening in her film debut.",0.5926158428192139,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,Dense,3,D004,D004_C005,Annette Bening,"In 2006, she received a star on the Hollywood Walk of Fame.",0.4937441051006317,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,Dense,4,D007,D007_C007,Kevin Bacon,"In 2003, Bacon received a star on the Hollywood Walk of Fame for his contributions to the motion pictures industry.",0.4585239589214325,False
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,Dense,5,D006,D006_C001,List of stars on the Hollywood Walk of Fame,The following is a list of the stars' actual locations on the Hollywood Walk of Fame.,0.439113974571228,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,Dense,1,D002,D002_C004,Hurt Locker (musical),"The Playbills, which describe the musical as having ""explosions, negligible storytelling, camouflage and tits"", also state that the musical's cast included actors such as Taye Diggs (who would go on to play the role of Hedwig in the summer of 2015) and that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask.",0.662029504776001,True
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,Dense,2,D010,D010_C004,Metallica,"Guitarist Dave Mustaine (who went on to form Megadeth) and bassists Ron McGovney, Cliff Burton, and Jason Newsted are also former members of the band.",0.5360299348831177,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,Dense,3,D010,D010_C003,Metallica,"Metallica's current lineup comprises founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",0.5018944144248962,True
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,Dense,4,D002,D002_C001,Hurt Locker (musical),"Hurt Locker The Musical is a fictional musical in the 2014 Broadway premiere production of ""Hedwig and the Angry Inch"".",0.4789302349090576,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,Dense,5,D010,D010_C001,Metallica,"Metallica is an American heavy metal band based in San Rafael, California.",0.46864554286003113,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,Dense,1,D004,D004_C001,Human Error (House),"""Human Error"" is the twenty-fourth episode and season finale of the third season of ""House"" and the seventieth episode overall.",0.7740466594696045,True
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,Dense,2,D001,D001_C003,My Finale,"However, the episode was billed as the ""Scrubs finale"" as at the time of airing it was unknown whether this would be the series finale or the season finale.",0.5099515914916992,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,Dense,3,D001,D001_C005,My Finale,"As the show underwent many changes for the ninth and final season, this is the last episode in which all of the main cast appear as series regulars.",0.4824114143848419,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,Dense,4,D002,D002_C004,Desperate Housewives (season 2),"In addition, three clip shows were produced for the season, in order to put the previous events of the show in perspective. """,0.45168203115463257,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,Dense,5,D001,D001_C002,My Finale,"It was originally broadcast as episodes 18 and 19 of season eight on May 6, 2009, and was intended to be the series finale during production.",0.4475330710411072,False
5a83168855429966c78a6b2e,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",2017,bridge,easy,Dense,1,D009,D009_C001,New Rules (song),"""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album (2017).",0.9482341408729553,True
