query_id,question,expected_answer,question_type,difficulty,retrieval_method,alpha,rank,document_id,chunk_id,title,text,bm25_score,dense_score,normalized_bm25,normalized_dense,hybrid_score,is_supporting
5a8d7341554299441c6b9fe5,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",President Richard Nixon,bridge,hard,Hybrid,0.5,1,D005,D005_C001,Milhouse Van Houten,"Milhouse Mussolini van Houten is a fictional character featured in the animated television series ""The Simpsons"", voiced by Pamela Hayden, and created by Matt Groening who named the character after President Richard Nixon's middle name.",18.286983081534743,0.612425684928894,1.0,0.8729273230044776,0.9364636615022388,True
5a8d7341554299441c6b9fe5,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",President Richard Nixon,bridge,hard,Hybrid,0.5,2,D004,D004_C004,Allie Goertz,"Subjects of her songs have included the film ""The Room"", the character Milhouse from the television show ""The Simpsons"", and the game Dungeons & Dragons.",12.460955600938155,0.6921252608299255,0.6814112281604606,1.0,0.8407056140802303,False
5a8d7341554299441c6b9fe5,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",President Richard Nixon,bridge,hard,Hybrid,0.5,3,D007,D007_C005,Homer Simpson,"He named the character after his father, Homer Groening.",10.759177581227306,0.5627959966659546,0.5883516998542735,0.7937979515526611,0.6910748257034673,False
5a8d7341554299441c6b9fe5,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",President Richard Nixon,bridge,hard,Hybrid,0.5,4,D002,D002_C005,Marge Simpson,He named the character after his mother Margaret Groening.,10.759177581227306,0.5554373860359192,0.5883516998542735,0.7820654129393131,0.6852085563967933,False
5a8d7341554299441c6b9fe5,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",President Richard Nixon,bridge,hard,Hybrid,0.5,5,D009,D009_C005,"The Simpsons: An Uncensored, Unauthorized History","The book includes entire chapters devoted to key figures such as creator Matt Groening and James L. Brooks and Sam Simon, who helped develop the series.",9.854885670338389,0.5327939987182617,0.5389016671803752,0.7459628890529351,0.6424322781166552,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Hybrid,0.5,1,D008,D008_C001,June Miller,"June Miller (January 7 or 28, 1902 – February 1, 1979) was the much-written-about second wife of Henry Miller.",3.176990974109329,0.7057173252105713,0.88686658745476,1.0,0.9434332937273799,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Hybrid,0.5,2,D003,D003_C003,Incest: From a Journal of Love,"It features Nin's relationships with writer Henry Miller, his wife June Miller, the psychoanalyst Otto Rank, her father Joaquín Nin, and her husband Hugh Parker Guiler.",3.5822648175607257,0.5235443711280823,1.0,0.7400651717148223,0.8700325858574112,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Hybrid,0.5,3,D007,D007_C002,Henry Miller Memorial Library,Henry Miller’s friend Emil White built the house that is now the Library in the mid-1960s.,2.6236068796846093,0.47624772787094116,0.7323877528046918,0.672579606113556,0.7024836794591239,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Hybrid,0.5,4,D010,D010_C001,"Jim Miller (Australian footballer, born 1919)",James Henry Miller (born 30 May 1919) is a former Australian rules footballer in the Victorian Football League (VFL).,1.7571267086293734,0.6245312690734863,0.4905072065068196,0.8841590747241856,0.6873331406155027,False
5a82171f5542990a1d231f4a, What nationality was James Henry Miller's wife?,American,bridge,medium,Hybrid,0.5,5,D004,D004_C001,James Henry Deakin (junior),"James Henry Deakin (1851 – 8 November 1881) was a British Conservative politician, the son of Col. James Henry Deakin, a Manchester merchant.",3.0907793348583192,0.33455759286880493,0.8628003490157732,0.4704079879555335,0.6666041684856534,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Hybrid,0.5,1,D001,D001_C002,Cadmium chloride,It is a hygroscopic solid that is highly soluble in water and slightly soluble in alcohol.,10.712697102803178,0.8373819589614868,1.0,1.0,1.0,True
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Hybrid,0.5,2,D001,D001_C001,Cadmium chloride,"Cadmium chloride is a white crystalline compound of cadmium and chlorine, with the formula CdCl.",6.371149708141478,0.7383489608764648,0.5699253534952861,0.8655006630009718,0.7177130082481289,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Hybrid,0.5,3,D001,D001_C003,Cadmium chloride,"Although it is considered to be ionic, it has considerable covalent character to its bonding.",5.3539797382632734,0.7820820808410645,0.469164270990815,0.9248957712363877,0.6970300211136014,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Hybrid,0.5,4,D001,D001_C005,Cadmium chloride,Also known are CdCl•HO and CdCl•5HO.,5.5195267768786564,0.7517629861831665,0.4855633973023131,0.8837186059606572,0.6846410016314852,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,Hybrid,0.5,5,D001,D001_C004,Cadmium chloride,"The crystal structure of cadmium chloride (described below), composed of two-dimensional layers of ions, is a reference for describing other crystal structures.",5.049513934927452,0.6957426071166992,0.4390038210776267,0.8076358457840402,0.6233198334308334,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Hybrid,0.5,1,D006,D006_C001,Jonathan Stark (tennis),"Jonathan Stark (born April 3, 1971) is a former professional tennis player from the United States.",10.429588514018654,0.6371307373046875,1.0,0.8527987174179145,0.9263993587089572,True
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Hybrid,0.5,2,D003,D003_C001,Henri Leconte,Henri Leconte (born 4 July 1963) is a former French professional tennis player.,9.271372487973805,0.6899741888046265,0.8889490199456993,0.9427814400421572,0.9158652299939283,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Hybrid,0.5,3,D006,D006_C002,Jonathan Stark (tennis),During his career he won two Grand Slam doubles titles (the 1994 French Open Men's Doubles and the 1995 Wimbledon Championships Mixed Doubles).,8.571623971579838,0.7235764861106873,0.8218563906005033,1.0,0.9109281953002517,True
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Hybrid,0.5,4,D006,D006_C003,Jonathan Stark (tennis),Stark reached the World No. 1 doubles ranking in 1994.,8.963268877755047,0.6691035032272339,0.8594077192697782,0.9072424837858561,0.8833251015278172,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,Hybrid,0.5,5,D003,D003_C003,Henri Leconte,Leconte's career-high singles ranking was world No. 5.,7.088915706659815,0.5804802179336548,0.679692750786039,0.7563332552576916,0.7180130030218652,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Hybrid,0.5,1,D010,D010_C002,Nymphuliella,"It contains only one species, Nymphuliella daeckealis, the China Mark Moth, which is found from New Jersey south to Florida and west to Colorado.",6.380555690398513,0.5891466736793518,0.6097576220285521,0.9773417205060122,0.7935496712672822,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Hybrid,0.5,2,D004,D004_C003,Geography of India,"It is the seventh-largest country in the world, with a total area of 3287263 km2 .",10.037124448475442,0.35445287823677063,1.0,0.5470808739283737,0.7735404369641868,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Hybrid,0.5,3,D009,D009_C002,Eumacaria,"It contains only one species, Eumacaria madopata, the brown-bordered geometer moth, which is found in North America, where it has been recorded from British Columbia, northern Washington, southern Saskatchewan, from Maine to Florida, South Dakota, North Dakota, Nebraska, Wyoming, Idaho, Colorado and New Mexico.",4.844592577455894,0.6015060544013977,0.44583402662311744,1.0,0.7229170133115588,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Hybrid,0.5,4,D006,D006_C002,Nepita,"The genus consists of only one species, Nepita conferta, which can be found in India and Sri Lanka.",7.317562398770919,0.42240625619888306,0.7097584015141689,0.6716588495610608,0.6907086255376149,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,Hybrid,0.5,5,D003,D003_C002,Eutrapela,"It contains only one species, Eutrapela clemataria, the curve-toothed geometer moth or purplish-brown looper, which is found in North America, where it has been recorded from Nova Scotia to Florida, west to Texas and north to Saskatchewan.",5.303805741133557,0.53795325756073,0.4948429332910206,0.8834895480748562,0.6891662406829384,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Hybrid,0.5,1,D005,D005_C003,Badr Hari,"Hari has been a prominent figure in the world of kickboxing and was once considered the best kickboxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",54.069420811425786,0.7537099123001099,1.0,1.0,1.0,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Hybrid,0.5,2,D007,D007_C003,Global Fighting Championship,It was considered as one of the biggest kickboxing and MMA promotion in Middle East.,12.373265548068732,0.5542961359024048,0.22884035675584768,0.7572087725973425,0.4930245646765951,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Hybrid,0.5,3,D009,D009_C001,Betting controversies in cricket,Cricket has had a number of controversies relating to players being involved with the betting aspects of the game.,24.107820641892253,0.30417072772979736,0.4458679283059356,0.4526748735265813,0.44927140091625845,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Hybrid,0.5,4,D002,D002_C004,Triplemanía VII,"In the semi-main event Heavy Metal and El Felino defended the hair of their father, referee Pepe ""Tropi"" Casas while Kick Boxer and Thai Boxer defended the hair of referee El Tirantes.",14.639506658250978,0.3409078121185303,0.2707539019015606,0.49740318654015564,0.38407854422085813,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,Hybrid,0.5,5,D005,D005_C001,Badr Hari,"Badr Hari (Arabic: بدر هاري‎ ‎ ; born 8 December 1984) is a Moroccan-Dutch super heavyweight kickboxer from Amsterdam, fighting out of Mike's Gym in Oostzaan.",4.359062988325629,0.4548046588897705,0.08061974629853044,0.6360754273673449,0.35834758683293766,True
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Hybrid,0.5,1,D001,D001_C001,House of Anubis,"House of Anubis is a mystery television series developed for Nickelodeon based on the Dutch-Belgian television series ""Het Huis Anubis"".",15.253886224683978,0.7433064579963684,1.0,1.0,1.0,True
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Hybrid,0.5,2,D009,D009_C001,Het Huis Anubis,"Het Huis Anubis (""The House of Anubis"") is a Belgian-Dutch children's television drama created by Studio 100 and Nickelodeon, airing in the Netherlands and Flanders.",10.349400150390045,0.696178674697876,0.6784762910872215,0.9377507434816339,0.8081135172844277,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Hybrid,0.5,3,D001,D001_C002,House of Anubis,The series was created by Hans Bourlon and Gert Verhulst and premiered on Nickelodeon on 1 January 2011 in the United States and on 25 February 2011 in the United Kingdom.,6.0020566073974475,0.7029141783714294,0.3934772109211661,0.9466474083915839,0.670062309656375,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Hybrid,0.5,4,D001,D001_C003,House of Anubis,The series is the first series from the network to be filmed outside the United States and the first telenovela-format series for the network.,6.3948974769008595,0.6588921546936035,0.4192307050614143,0.888500428996815,0.6538655670291147,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,Hybrid,0.5,5,D010,D010_C001,Das Haus Anubis,Das Haus Anubis is a television program produced jointly by Belgian broadcaster Studio 100 and Nickelodeon and the first remake of Het Huis Anubis aired in The Netherlands and Belgium.,7.043195767185542,0.6025625467300415,0.46173123776078634,0.8140968400672476,0.637914038914017,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Hybrid,0.5,1,D007,D007_C002,2013 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 10 February 2013, was the eleventh running of the Bathurst 12 Hour.",10.71345966296558,0.6976341009140015,1.0,0.9957893931999077,0.9978946965999538,True
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Hybrid,0.5,2,D007,D007_C003,2013 Liqui Moly Bathurst 12 Hour,The race also incorporated the opening round of the 2013 Australian GT Championship.,9.966647658625103,0.630111813545227,0.9143845374125278,0.837729648850071,0.8760570931312994,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Hybrid,0.5,3,D008,D008_C002,2015 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 8 February 2015, was the thirteenth running of the Bathurst 12 Hour.",8.380304252390133,0.6994328498840332,0.7325241444916422,1.0,0.8662620722458211,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Hybrid,0.5,4,D005,D005_C002,2016 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 7 February 2016, was the fourteenth running of the Bathurst 12 Hour.",8.380304252390133,0.6986513137817383,0.7325241444916422,0.9981705389236262,0.8653473417076342,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,Hybrid,0.5,5,D010,D010_C002,2014 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 9 February 2014, was the twelfth running of the Bathurst 12 Hour.",8.380304252390133,0.6904534101486206,0.7325241444916422,0.9789804521693317,0.8557522983304869,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Hybrid,0.5,1,D007,D007_C001,"Fast Cars, Danger, Fire and Knives","Fast Cars, Danger, Fire and Knives is an EP by American hip hop artist Aesop Rock.",17.36282203781227,0.6072313785552979,1.0,1.0,1.0,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Hybrid,0.5,2,D007,D007_C003,"Fast Cars, Danger, Fire and Knives","Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P.",14.043952250592717,0.5844042897224426,0.808851937778789,0.9454443737208906,0.8771481557498398,True
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Hybrid,0.5,3,D007,D007_C004,"Fast Cars, Danger, Fire and Knives",All scratches are performed by DJ Big Wiz.,13.269069692460498,0.5347495079040527,0.76422310057452,0.8267718728299412,0.7954974867022306,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Hybrid,0.5,4,D007,D007_C002,"Fast Cars, Danger, Fire and Knives","Released via the Definitive Jux label on February 22, 2005, the record is produced by Blockhead and Aesop Rock himself, with the former producing three tracks and the latter producing four, with one track produced by Rob Sonic.",9.786566981114516,0.5862407684326172,0.5636507106852564,0.9498334680515536,0.7567420893684049,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,Hybrid,0.5,5,D008,D008_C003,Longterm Mentality,"The album features guest appearances from Jhené Aiko, Schoolboy Q, Kendrick Lamar, Punch, Alori Joh, JaVonté, MURS, BJ the Chicago Kid and Pat Brown, with the production from American hip hop record producers such as Tae Beast, Ayiro, Sounwave, AAyhasis, Context, Alexis Carrington and Tommy Black.",6.386764816245469,0.4218685030937195,0.367841402874288,0.5569917901599514,0.4624165965171197,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Hybrid,0.5,1,D005,D005_C001,Gunmen from Laredo,"Gunmen from Laredo is a 1959 American western film produced and directed by Wallace MacDonald, which stars Robert Knapp, Maureen Hingert, and Walter Coy.",9.079351139476513,0.6609870195388794,1.0,1.0,1.0,True
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Hybrid,0.5,2,D007,D007_C007,Frontier Texas!,The narrator in the theater is actor-artist Buck Taylor from Fort Worth.,5.842476829141332,0.6367669105529785,0.643490568807122,0.9606837533650687,0.8020871610860953,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Hybrid,0.5,3,D008,D008_C002,Walter Coy,"He was best known for narrating the NBC western anthology series, ""Frontier"", which aired early Sunday evenings in the 1955–1956 season.",3.4145841590288923,0.486024409532547,0.3760823991245884,0.7159850465204501,0.5460337228225193,True
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Hybrid,0.5,4,D007,D007_C006,Frontier Texas!,"Visitors see depictions of buffalo hunters, Comanche warriors, explorers, and pioneers in the theatre called the ""Century of Adventure"", 1780-1880.",1.1990514222496726,0.5298048257827759,0.13206355870919717,0.7870533329627595,0.4595584458359783,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,Hybrid,0.5,5,D007,D007_C001,Frontier Texas!,Frontier Texas!,1.9576044022688364,0.47264528274536133,0.2156106061100866,0.6942668515762731,0.4549387288431799,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Hybrid,0.5,1,D009,D009_C001,Die Rhöner Säuwäntzt,"Die Rhöner Säuwäntzt are a Skiffle-Bluesband from Eichenzell-Lütter in Hessen, Germany.",11.493107619720284,0.6901441216468811,1.0,1.0,1.0,True
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Hybrid,0.5,2,D009,D009_C003,Die Rhöner Säuwäntzt,"The expression ""Säuwäntzt"" means pork belly and refers also to untidy or unruly children and youth.",9.929144831724475,0.5718221664428711,0.8559410647190917,0.7987418125340063,0.827341438626549,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Hybrid,0.5,3,D009,D009_C002,Die Rhöner Säuwäntzt,"The line-up consists of Martin Caba, Christoph Günther and Christoph Leipold playing Skiffle-Blues with lyrics based on Rhön Mountains dialect and other Hessian dialects varieties.",8.013307674526487,0.6287932991981506,0.6794704586689153,0.8956461182179567,0.787558288443436,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Hybrid,0.5,4,D002,D002_C003,Bubu music,"In its folk form, the music is played by blowing on bamboo cane flutes and on metal pipes -often repurposed auto parts.",6.137873312617346,0.31108754873275757,0.5067214141011207,0.35524866302089037,0.43098503856100556,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,Hybrid,0.5,5,D007,D007_C001,Kantrum,"Kantrum (Thai กันตรึม) is a type of folk music played by the Khmer in Isan, Thailand, living near the border with Cambodia.",5.3711198517434156,0.3468824625015259,0.4360946139980315,0.4161335550359244,0.42611408451697796,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Hybrid,0.5,1,D002,D002_C004,Malcolm Smith (American football),Smith was named the Most Valuable Player of Super Bowl XLVIII after they defeated the Denver Broncos.,10.279938264300766,0.8141523599624634,1.0,1.0,1.0,True
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Hybrid,0.5,2,D002,D002_C002,Malcolm Smith (American football),Smith played college football at USC.,7.079368120757033,0.7324714064598083,0.6886586221379966,0.909950439948684,0.7993045310433402,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Hybrid,0.5,3,D005,D005_C002,Steve Clark (American football),"He also played on two state championship teams in high school which were a combined (25-1) over two years and was a five team all-American including ""Parade Magazine"", he was also named Most Valuable Player of the state of Utah.",7.6101206179557535,0.5568403005599976,0.740288552547391,0.7163250825134286,0.7283068175304098,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Hybrid,0.5,4,D002,D002_C001,Malcolm Smith (American football),"Malcolm Xavier Smith (born July 5, 1989) is an American football linebacker for the San Francisco 49ers of the National Football League (NFL).",6.665278712172697,0.6249802112579346,0.6483773093579044,0.7914462547960923,0.7199117820769984,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,Hybrid,0.5,5,D002,D002_C003,Malcolm Smith (American football),He was drafted by the Seattle Seahawks in the seventh round of the 2011 NFL Draft.,5.859597466137133,0.6536588668823242,0.5700031766227439,0.8230631766254334,0.6965331766240886,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Hybrid,0.5,1,D010,D010_C003,"Glen Ferris, West Virginia","The sole highway linking Glen Ferris to the area is U.S. Route 60, known also as the Midland Trail.",13.604117036437987,0.5028274655342102,1.0,0.7887342713115894,0.8943671356557947,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Hybrid,0.5,2,D003,D003_C002,Peterman Hill,The road was originally known as Midland Trail and later U.S. 60 alternate until 1964 when it reverted to county maintenance.,11.915492327377583,0.5611095428466797,0.8758739942814736,0.8789642221316922,0.877419108206583,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Hybrid,0.5,3,D001,D001_C002,Zilpo Road,"The nine mile byway starts south of Morehead, Kentucky and can be accessed by U.S. Highway 60.",8.295508064466844,0.6016187071800232,0.6097792339074793,0.9416788691399763,0.7757290515237278,True
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,Hybrid,0.5,4,D008,D008_C004,"Hawks Nest, West Virginia","In modern times, the Midland Trail carries U.S. Route 60 through the same general route.",7.40163032067713,0.5410526394844055,0.5440728200773495,0.8479129369436408,0.6959928785104952,False
