query_id,retrieval_method,top_k,pilot_split,score_max,score_min,score_mean,score_median,score_stddev,score_range,score_coefficient_variation,rank1_rank2_gap,rank1_rankk_decay,score_entropy,normalized_score_entropy,near_top_passage_count,unique_document_count,source_diversity_ratio,duplicate_context_ratio,context_character_count,context_token_count,query_character_count,query_token_count,lexical_overlap,mean_pairwise_context_diversity,bm25_dense_score_correlation,hallucination_label
5a84dd955542997b5ce3ff79,Hybrid,5,train,1.0,0.6233198334308334,0.7445407728848098,0.6970300211136014,0.13154384513603218,0.3766801665691666,0.1766778260193196,0.2822869917518711,0.3766801665691666,1.5998264882633981,0.9940280863918721,1,1,0.2,0.0,475,77,78,13,0.6666666666666666,0.928525854804505,0.8149829510198034,0
5a8ae49155429951533613a3,Hybrid,5,validation,0.9643432491356048,0.6413466488551364,0.7384366040739537,0.6528348841494873,0.12629582812546142,0.3229966002804684,0.17103137551509162,0.17324607479004173,0.3229966002804684,1.6008764448892687,0.9946804611232979,1,4,0.8,0.0,850,149,175,29,0.8,0.7836583479191089,0.02060204459132767,0
5a8b63755542997f31a41cfe,Hybrid,5,train,0.9411145707156411,0.8235623592801227,0.8707683742808608,0.8573369397441825,0.04282983275473089,0.11755221143551842,0.04918625207317921,0.0454731049139353,0.11755221143551842,1.6085069090375845,0.9994215350655511,1,2,0.4,0.0,396,77,62,12,0.7272727272727273,0.8058498293383878,-0.7469588588933486,0
5a8ce5c7554299441c6b9f64,Hybrid,5,validation,1.0,0.4643037789049469,0.66190252298088,0.6255938203391895,0.18858908758994217,0.5356962210950531,0.2849197291779923,0.2960438090449359,0.5356962210950531,1.5899378109649704,0.9878839057297725,1,3,0.6,0.0,516,83,90,14,0.9285714285714286,0.9238360190819623,0.7179541087365029,0
5a8efd3c55429918e830d179,Hybrid,5,test,1.0,0.5801338449952385,0.6779556008790739,0.5885181819046141,0.16210633054407056,0.41986615500476154,0.2391105410647463,0.3667649929214294,0.41986615500476154,1.5942555606702975,0.9905666744603766,1,3,0.6,0.0,918,145,69,12,0.8333333333333334,0.8984781058619451,0.524709803562731,1
5ab381b155429969a97a816b,Hybrid,5,train,0.8943671356557947,0.6767697458062376,0.7840555839405676,0.7757290515237278,0.08968835866390924,0.21759738984955712,0.11439030663253044,0.016948027449211756,0.21759738984955712,1.6054139639653107,0.9974997802414733,2,4,0.8,0.0,508,93,80,16,0.8125,0.8470014921093899,-0.7688156493802124,0
5ab5a2f85542997d4ad1f197,Hybrid,5,train,0.7816898134915797,0.670335924634469,0.7367347985889332,0.7623179549474408,0.04184778967763347,0.11135388885711073,0.056801700907551086,0.018185810450859208,0.11135388885711073,1.6085758263351337,0.9994643557901138,1,4,0.8,0.0,788,129,64,11,0.5454545454545454,0.8921584685264575,-0.9503952471332161,0
5ab99943554299131ca42391,Hybrid,5,train,0.9641300849777914,0.6359023148342048,0.7773346477424081,0.7690777125854313,0.12211862552337578,0.3282277701435866,0.15709916684923486,0.10810516096395362,0.3282277701435866,1.601845493481018,0.9952825648666375,1,3,0.6,0.0,591,102,186,30,0.9166666666666666,0.9003900752941674,-0.21701571572235773,0
5aba66c855429939ce03dcdb,Hybrid,5,test,1.0,0.4549387288431799,0.6525236117175546,0.5460337228225193,0.21481365568072727,0.5450612711568201,0.32920441777624065,0.19791283891390465,0.5450612711568201,1.5848196132988241,0.9847037907178142,1,3,0.6,0.0,523,82,56,8,0.875,0.9635816877196902,0.867792031922868,1
5abd04f15542996e802b467e,Hybrid,5,train,1.0,0.5694404675933739,0.7368378730549004,0.7144398322506894,0.1427887624472134,0.43055953240662614,0.1937858620855316,0.2726981852505377,0.43055953240662614,1.5983864221103854,0.9931333229829284,1,4,0.8,0.0,491,88,41,7,0.5714285714285714,0.909158307721043,0.6434235105473837,1
5abee5e25542994516f45473,Hybrid,5,validation,0.8971286711322302,0.6364568988925301,0.7522557225976071,0.7697889335649786,0.09128408568263784,0.26067177223970006,0.12134714690826894,0.11398783833230208,0.26067177223970006,1.6052109335428257,0.997373630347205,1,3,0.6,0.0,712,129,101,19,0.7058823529411765,0.9053347187392952,-0.19727853643490567,0
5ac061ab554299294b218fac,Hybrid,5,validation,0.8741179074073564,0.7536354763152295,0.8163129902325469,0.8332539216393571,0.04283603051814071,0.12048243109212686,0.05247500778584671,0.03604582233248488,0.12048243109212686,1.6085261077432236,0.999433463892063,1,4,0.8,0.0,443,78,52,10,0.8888888888888888,0.9028566024618655,-0.8474610735293782,1
5ac15df95542994d76dccded,Hybrid,5,train,1.0,0.5200678418983673,0.6794101634705859,0.5933393953691648,0.1744756058466073,0.4799321581016327,0.2568045272613308,0.2750911541295571,0.4799321581016327,1.5925378120674396,0.98949937724463,1,2,0.4,0.0,797,128,215,33,0.9,0.8742634334177246,0.3014193750600611,0
5ac1f7f355429964131be2ae,Hybrid,5,train,1.0,0.4588856844981117,0.6717785638191899,0.5912014194774095,0.21056386610451444,0.5411143155018883,0.313442371407951,0.17018831600292428,0.5411143155018883,1.586187670628631,0.9855538125293036,1,4,0.8,0.0,697,118,94,16,0.8666666666666667,0.9094872805033651,0.3090032861311334,1
5ac2a912554299218029dae8,Hybrid,5,train,1.0,0.610210932790356,0.7118377399959555,0.6506431262240211,0.14525880485639941,0.389789067209644,0.2040616796423645,0.3344747733329202,0.389789067209644,1.597427371214026,0.9925374311569996,1,3,0.6,0.0,676,121,108,19,0.8125,0.9113345909154503,0.02845333510606291,1
5ac2c3545542990b17b1548b,Hybrid,5,validation,0.8371540728003952,0.6300595083114493,0.7233947596836356,0.6665675689205113,0.08784020310217014,0.20709456448894592,0.12142775701138,0.014826922944521703,0.20709456448894592,1.6055136488916475,0.9975617179686554,2,3,0.6,0.0,486,90,84,16,0.875,0.9225647701809393,-0.7152554933023378,0
5ac3ad225542995ef918c1da,Hybrid,5,train,1.0,0.7117821586108775,0.8330792069371501,0.8334311202291407,0.10294772888661129,0.28821784138912254,0.12357495905473723,0.12150304877855556,0.28821784138912254,1.6040086782712297,0.996626627146704,1,3,0.6,0.0,520,94,61,11,0.8,0.8478500563649998,-0.16233976389256952,1
5adbe1e755429947ff173853,Hybrid,5,train,1.0,0.43755663311835163,0.5840853905259916,0.4901817387611978,0.2095504759649647,0.5624433668816484,0.35876685047071,0.4826025193883059,0.5624433668816484,1.5831399090629124,0.9836601317963145,1,5,1.0,0.0,440,77,173,29,0.88,0.8337745711167519,0.8937294152174395,1
5add28c85542992ae4cec4be,Hybrid,5,train,0.9440817354277887,0.3817708627170521,0.6112918956073555,0.49487575817927865,0.23840112891457005,0.5623108727107367,0.38999556615698966,0.09479948750170453,0.5623108727107367,1.5800759911690856,0.9817564125722577,1,5,1.0,0.0,785,133,240,43,0.9714285714285714,0.7425874285020002,0.7919651080392681,0
5ade025e5542997dc790711e,Hybrid,5,test,1.0,0.6965331766240886,0.7888112614549674,0.7283068175304098,0.11102608966195862,0.30346682337591135,0.14075114680433226,0.2006954689566598,0.30346682337591135,1.6027440863406799,0.9958408920022912,1,2,0.4,0.0,590,104,77,12,0.9166666666666666,0.9224953500840016,0.6375162848565383,0
5adf44985542993a75d2646d,Hybrid,5,train,0.7935496712672822,0.6891662406829384,0.7339763975527163,0.7229170133115588,0.04270046460932582,0.10438343058434374,0.05817689063531358,0.020009234303095313,0.10438343058434374,1.6085202028555925,0.9994297949790931,1,5,1.0,0.0,877,142,85,15,0.9333333333333333,0.7937805441306152,-0.9008187981819816,0
5adf732a5542993a75d264e9,Hybrid,5,train,0.947466088053921,0.6110104649006312,0.7235424963025533,0.6581078254623625,0.12939663699109563,0.3364556231532898,0.17883764623686693,0.15865663635929184,0.3364556231532898,1.6005439208452428,0.9944738523181634,1,3,0.6,0.0,395,65,47,6,0.8333333333333334,0.8571190476190477,0.3811037312159847,0
5ae0d91e55429924de1b7198,Hybrid,5,test,1.0,0.5608779147838401,0.6959811509408944,0.638852546916611,0.1585649530600187,0.4391220852161599,0.2278293784905745,0.3073669844507785,0.4391220852161599,1.5952918208419318,0.9912105391063057,1,4,0.8,0.0,498,89,157,28,0.64,0.8320223526473527,0.8281452615106635,0
5ae3b4d05542992f92d82349,Hybrid,5,train,0.9004174091067283,0.7632248153002872,0.8274241543576786,0.8252225329748187,0.04797831582073419,0.1371925938064411,0.057985152558157185,0.04440329786215358,0.1371925938064411,1.608280818627451,0.9992810571953663,1,3,0.6,0.0,786,140,102,21,0.7222222222222222,0.8842360836685756,-0.7039731211514371,1
