query_id,question,expected_answer,question_type,difficulty,retrieval_method,rank,document_id,chunk_id,title,text,retrieval_score,is_supporting
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,BM25,3,D008,D008_C003,Benzamide,"It is slightly soluble in water, and soluble in many organic solvents.",7.998349489587827,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,BM25,4,D004,D004_C004,Heptanoic acid,"It is slightly soluble in water, but very soluble in ethanol and ether.",7.619785475842629,False
5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,bridge,medium,BM25,5,D009,D009_C001,Gold(III) chloride,"Gold(III) chloride, traditionally called auric chloride, is a chemical compound of gold and chlorine.",7.292734853723423,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,BM25,1,D006,D006_C001,Jonathan Stark (tennis),"Jonathan Stark (born April 3, 1971) is a former professional tennis player from the United States.",10.429588514018654,True
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,BM25,2,D003,D003_C001,Henri Leconte,Henri Leconte (born 4 July 1963) is a former French professional tennis player.,9.271372487973805,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,BM25,3,D006,D006_C003,Jonathan Stark (tennis),Stark reached the World No. 1 doubles ranking in 1994.,8.963268877755047,False
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,BM25,4,D006,D006_C002,Jonathan Stark (tennis),During his career he won two Grand Slam doubles titles (the 1994 French Open Men's Doubles and the 1995 Wimbledon Championships Mixed Doubles).,8.571623971579838,True
5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Jonathan Stark,comparison,medium,BM25,5,D005,D005_C004,1986 Grand Prix German Open,Henri Leconte won the singles title.,7.758861731391898,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,BM25,1,D004,D004_C003,Geography of India,"It is the seventh-largest country in the world, with a total area of 3287263 km2 .",10.037124448475442,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,BM25,2,D002,D002_C002,List of companies of India,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",8.627285690964625,False
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,BM25,3,D001,D001_C002,India,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",8.405567331705935,True
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,BM25,4,D008,D008_C002,Indogrammodes,"It contains only one species, Indogrammodes pectinicornalis, which is found in India.",7.759701327369186,True
5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,bridge,hard,BM25,5,D005,D005_C003,Yoshiyasua,"The genus contains only one species, Yoshiyasua yasudai, which is found in Japan, where it has been recorded from the Ryukyu Islands.",7.652304128083415,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,BM25,1,D005,D005_C003,Badr Hari,"Hari has been a prominent figure in the world of kickboxing and was once considered the best kickboxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",54.069420811425786,True
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,BM25,2,D009,D009_C001,Betting controversies in cricket,Cricket has had a number of controversies relating to players being involved with the betting aspects of the game.,24.107820641892253,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,BM25,3,D004,D004_C004,E. Gordon Gee,"He retired in response to a series of controversies relating to comments he made, the last of which involved anti-Catholic comments allegedly made in jest about the University of Notre Dame.",18.907592067119438,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,BM25,4,D010,D010_C003,Prosecution of gender-targeted crimes,"However, the trial was unsuccessful in indicting Sir von Hagenbach with the charge of rape because the war in which the rapes occurred was ""undeclared"" and thus the rapes were only considered illegal.",17.392402575679096,False
5a832c3455429954d2e2ec41,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",Badr Hari,bridge,easy,BM25,5,D002,D002_C004,Triplemanía VII,"In the semi-main event Heavy Metal and El Felino defended the hair of their father, referee Pepe ""Tropi"" Casas while Kick Boxer and Thai Boxer defended the hair of referee El Tirantes.",14.639506658250978,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,BM25,1,D001,D001_C001,House of Anubis,"House of Anubis is a mystery television series developed for Nickelodeon based on the Dutch-Belgian television series ""Het Huis Anubis"".",15.253886224683978,True
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,BM25,2,D009,D009_C001,Het Huis Anubis,"Het Huis Anubis (""The House of Anubis"") is a Belgian-Dutch children's television drama created by Studio 100 and Nickelodeon, airing in the Netherlands and Flanders.",10.349400150390045,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,BM25,3,D007,D007_C003,Fish Police (TV series),"In February of that year, three episodes aired, then the show was axed after falling in the television ratings.",10.199591644583569,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,BM25,4,D002,D002_C008,Batibot,A mobile app based on the series was released in 2015.,7.271581081843797,False
5a7d0db955429909bec76924,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,bridge,medium,BM25,5,D010,D010_C001,Das Haus Anubis,Das Haus Anubis is a television program produced jointly by Belgian broadcaster Studio 100 and Nickelodeon and the first remake of Het Huis Anubis aired in The Netherlands and Belgium.,7.043195767185542,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,BM25,1,D007,D007_C002,2013 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 10 February 2013, was the eleventh running of the Bathurst 12 Hour.",10.71345966296558,True
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,BM25,2,D007,D007_C003,2013 Liqui Moly Bathurst 12 Hour,The race also incorporated the opening round of the 2013 Australian GT Championship.,9.966647658625103,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,BM25,3,D005,D005_C002,2016 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 7 February 2016, was the fourteenth running of the Bathurst 12 Hour.",8.380304252390133,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,BM25,4,D008,D008_C002,2015 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 8 February 2015, was the thirteenth running of the Bathurst 12 Hour.",8.380304252390133,False
5a89372855429951533612e6,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km long,bridge,hard,BM25,5,D010,D010_C002,2014 Liqui Moly Bathurst 12 Hour,"The event, which was staged at the Mount Panorama Circuit, near Bathurst, in New South Wales, Australia on 9 February 2014, was the twelfth running of the Bathurst 12 Hour.",8.380304252390133,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,BM25,1,D007,D007_C001,"Fast Cars, Danger, Fire and Knives","Fast Cars, Danger, Fire and Knives is an EP by American hip hop artist Aesop Rock.",17.36282203781227,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,BM25,2,D007,D007_C003,"Fast Cars, Danger, Fire and Knives","Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P.",14.043952250592717,True
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,BM25,3,D007,D007_C004,"Fast Cars, Danger, Fire and Knives",All scratches are performed by DJ Big Wiz.,13.269069692460498,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,BM25,4,D007,D007_C002,"Fast Cars, Danger, Fire and Knives","Released via the Definitive Jux label on February 22, 2005, the record is produced by Blockhead and Aesop Rock himself, with the former producing three tracks and the latter producing four, with one track produced by Rob Sonic.",9.786566981114516,False
5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Jaime Meline,bridge,medium,BM25,5,D004,D004_C003,Lord Steppington,"The record was produced entirely by Alchemist and Evidence, and includes guest appearances from Action Bronson, Roc Marciano, Blu, Fashawn, Rakaa, Oh No, Styles P, Domo Genesis and The Whooliganz – Alchemist's old group which included actor Scott Caan.",8.721012336855901,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,BM25,1,D005,D005_C001,Gunmen from Laredo,"Gunmen from Laredo is a 1959 American western film produced and directed by Wallace MacDonald, which stars Robert Knapp, Maureen Hingert, and Walter Coy.",9.079351139476513,True
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,BM25,2,D007,D007_C007,Frontier Texas!,The narrator in the theater is actor-artist Buck Taylor from Fort Worth.,5.842476829141332,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,BM25,3,D010,D010_C002,Bruce Harwood,"In addition to ""The X-Files"", Harwood portrayed Byers in the spin-off series ""The Lone Gunmen"", which aired thirteen episodes in 2001.",3.9720388580125556,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,BM25,4,D002,D002_C001,The Lone Gunmen,"The Lone Gunmen are a trio of fictional characters, Richard ""Ringo"" Langly, Melvin Frohike and John Fitzgerald Byers, who appeared in recurring roles on the American television series ""The X-Files"", and who starred in the short-lived spin-off, ""The Lone Gunmen"".",3.646030597953681,False
5aba66c855429939ce03dcdb,"Gunmen from Laredo starred which narrator of ""Frontier""?",Walter Darwin Coy,bridge,medium,BM25,5,D008,D008_C002,Walter Coy,"He was best known for narrating the NBC western anthology series, ""Frontier"", which aired early Sunday evenings in the 1955–1956 season.",3.4145841590288923,True
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,BM25,1,D009,D009_C001,Die Rhöner Säuwäntzt,"Die Rhöner Säuwäntzt are a Skiffle-Bluesband from Eichenzell-Lütter in Hessen, Germany.",11.493107619720284,True
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,BM25,2,D009,D009_C003,Die Rhöner Säuwäntzt,"The expression ""Säuwäntzt"" means pork belly and refers also to untidy or unruly children and youth.",9.929144831724475,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,BM25,3,D009,D009_C002,Die Rhöner Säuwäntzt,"The line-up consists of Martin Caba, Christoph Günther and Christoph Leipold playing Skiffle-Blues with lyrics based on Rhön Mountains dialect and other Hessian dialects varieties.",8.013307674526487,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,BM25,4,D002,D002_C003,Bubu music,"In its folk form, the music is played by blowing on bamboo cane flutes and on metal pipes -often repurposed auto parts.",6.137873312617346,False
5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States,bridge,medium,BM25,5,D002,D002_C001,Bubu music,Bubu music is traditional music played by the Temne people in Sierra Leone.,5.660265582869071,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,BM25,1,D002,D002_C004,Malcolm Smith (American football),Smith was named the Most Valuable Player of Super Bowl XLVIII after they defeated the Denver Broncos.,10.279938264300766,True
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,BM25,2,D005,D005_C002,Steve Clark (American football),"He also played on two state championship teams in high school which were a combined (25-1) over two years and was a five team all-American including ""Parade Magazine"", he was also named Most Valuable Player of the state of Utah.",7.6101206179557535,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,BM25,3,D002,D002_C002,Malcolm Smith (American football),Smith played college football at USC.,7.079368120757033,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,BM25,4,D002,D002_C001,Malcolm Smith (American football),"Malcolm Xavier Smith (born July 5, 1989) is an American football linebacker for the San Francisco 49ers of the National Football League (NFL).",6.665278712172697,False
5ade025e5542997dc790711e,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,bridge,easy,BM25,5,D002,D002_C003,Malcolm Smith (American football),He was drafted by the Seattle Seahawks in the seventh round of the 2011 NFL Draft.,5.859597466137133,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,BM25,1,D010,D010_C003,"Glen Ferris, West Virginia","The sole highway linking Glen Ferris to the area is U.S. Route 60, known also as the Midland Trail.",13.604117036437987,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,BM25,2,D003,D003_C002,Peterman Hill,The road was originally known as Midland Trail and later U.S. 60 alternate until 1964 when it reverted to county maintenance.,11.915492327377583,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,BM25,3,D002,D002_C003,RISE (sculpture),It is informally known as The Balls on the Falls as this junction also gives access to the Falls Road area via Broadway.,11.077908472003234,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,BM25,4,D004,D004_C004,Arkansas Highway 113,This also gives access to some rural areas west of Morrilton.,9.649887479651262,False
5ab381b155429969a97a816b,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,bridge,hard,BM25,5,D001,D001_C002,Zilpo Road,"The nine mile byway starts south of Morehead, Kentucky and can be accessed by U.S. Highway 60.",8.295508064466844,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,BM25,1,D009,D009_C001,The Great Outdoors (film),"The Great Outdoors is a 1988 American comedy film directed by Howard Deutch, and written and produced by John Hughes.",20.445317685774658,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,BM25,2,D004,D004_C005,Annette Bening,"In 2006, she received a star on the Hollywood Walk of Fame.",12.804999581060228,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,BM25,3,D010,D010_C003,John Lithgow,Lithgow has received a star on the Hollywood Walk of Fame and has been inducted into the American Theater Hall of Fame.,12.046558871341889,False
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,BM25,4,D009,D009_C002,The Great Outdoors (film),"It stars Dan Aykroyd, John Candy, Stephanie Faracy and Annette Bening in her film debut.",11.94013874570122,True
5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,bridge,medium,BM25,5,D007,D007_C007,Kevin Bacon,"In 2003, Bacon received a star on the Hollywood Walk of Fame for his contributions to the motion pictures industry.",11.856865635906379,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,BM25,1,D002,D002_C001,Hurt Locker (musical),"Hurt Locker The Musical is a fictional musical in the 2014 Broadway premiere production of ""Hedwig and the Angry Inch"".",16.311539635979873,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,BM25,2,D002,D002_C003,Hurt Locker (musical),"Fake Playbills for the musical are used as props and are found scattered on the floor of the Belasco Theatre and contains advertisements for other fake musicals based on feature films such as ""Gravity on Ice"", ""Container Store: The Musical"", ""The Entire Bible"", and ""SoulCycle on Broadway"".",16.030938925908796,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,BM25,3,D002,D002_C002,Hurt Locker (musical),"In the Broadway performance of ""Hedwig and the Angry Inch"" the musical opens with Hedwig explaining that the musical only ran for a single night before closing during intermission, and that she has convinced a producer to let her perform in what would otherwise be an empty stage.",14.881428632217858,False
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,BM25,4,D002,D002_C004,Hurt Locker (musical),"The Playbills, which describe the musical as having ""explosions, negligible storytelling, camouflage and tits"", also state that the musical's cast included actors such as Taye Diggs (who would go on to play the role of Hedwig in the summer of 2015) and that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask.",13.944523209428482,True
5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",bridge,easy,BM25,5,D010,D010_C004,Metallica,"Guitarist Dave Mustaine (who went on to form Megadeth) and bassists Ron McGovney, Cliff Burton, and Jason Newsted are also former members of the band.",11.362633380957007,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,BM25,1,D004,D004_C001,Human Error (House),"""Human Error"" is the twenty-fourth episode and season finale of the third season of ""House"" and the seventieth episode overall.",19.2836471857302,True
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,BM25,2,D006,D006_C006,Robert Chase,"Chase has been attracted to Allison Cameron since the beginning of the show and embarks on a romantic relationship with her in ""Human Error.""",13.760945395642871,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,BM25,3,D007,D007_C005,The Voice Portugal,"RTP1 later announced the first season of ""The Voice Kids Portugal"" and the third season of the main show.",11.388898797884712,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,BM25,4,D009,D009_C001,Through the Looking Glass (Lost),"""Through the Looking Glass"" is the third season finale of the ABC television series ""Lost"", consisting of the 22nd and 23rd episodes of the third season.",10.958600964095107,False
5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox,bridge,medium,BM25,5,D008,D008_C001,House (TV series),"House (also called House, M.D.) is an American television medical drama that originally ran on the Fox network for eight seasons, from November 16, 2004 to May 21, 2012.",10.739229968980174,True
5a83168855429966c78a6b2e,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",2017,bridge,easy,BM25,1,D009,D009_C001,New Rules (song),"""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album (2017).",23.228768346394087,True
5a83168855429966c78a6b2e,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",2017,bridge,easy,BM25,2,D004,D004_C001,Be the One (Dua Lipa song),"""Be the One"" is a song by English singer Dua Lipa from her eponymous debut studio album (2017).",21.930489791739603,False
