query_id,question,answer,question_type,difficulty,experiment_split,source_split
5adf06705542995534e8c733,The No. 3 Squadron RAAF is headquartered at a base that is located in what local government area?,Port Stephens,bridge,hard,training,train
5ae1910c5542997b2ef7d200,Who is the main character in the sitcom in which Sarah Cahlke plays the role of Stella Zinman?,Ted Mosby,bridge,medium,training,train
5abe85105542993f32c2a147,Are Byte and Nautilus  both magazines? ,yes,comparison,medium,training,train
5ababafa55429966062415ed,What was the name of the novel written by the first female Nobel Prize winner for Literature which was adapted into a film in 1930 and 1979?,Charlotte Löwensköld,bridge,medium,training,train
5a7622895542994ccc9186f0,"Who is the director of the 2013 American romantic gothic fantasy film that was stared by an American actor whose feature film debuted in Francis Ford Coppola's independent film ""Tetro""",Richard LaGravenese,bridge,medium,training,train
5ae1be98554299234fd042e4,"In which year was the university, at which Gavin Butt is based, founded?",1891,bridge,medium,training,train
5a7f7f8b5542995d8a8dde90,"The 1951 Belgian Grand Prix was a Formula One motor race held on 17 June 1951 at Circuit de Spa-Francorchamps ,it's the highest class of single-seat auto racing, that is sanctioned by which organization with the acronym of FIA?",Fédération Internationale de l'Automobile,bridge,easy,training,train
5ac01b885542997d642959be,Who sang with The Police and was paid tribute to on The Men I Love?,Sting,bridge,hard,training,train
5ac0734b554299294b218fe7,"Albert ""Al"" Harrington was selected with 25th overall pick in which event that took place on June 24, 1998, at General Motors Place in Vancouver, British Columbia, Canada?",1998 NBA draft,bridge,medium,training,train
5a7626bd554299109176e678,"Which actor starring in ""Lisa Picard Is Famous"" was born in Douglas County?",Laura Ellen Kirk,bridge,medium,training,train
5a865967554299211dda2b03,The Australian Soap in which Jansen Spencer played Paul McClain was first broadcast in what year?,1985,bridge,medium,training,train
5a73b8cc55429978a71e9091,Which Australian actress and singer starred in Zach Snyder's first film Sucker Punch?,Emily Browning,bridge,medium,training,train
5a7b42fb5542992d025e67c9,"Directed by Damien O'Donnell, what 1999 movie was written by one of the titular characters of ""Sammy and Rosie Get Laid""?",East Is East,bridge,easy,training,train
5ab94fcb55429970cfb8ea44,"Which is located in the US, Mariano Marcos State University or Christian Brothers University?",Christian Brothers University,comparison,medium,training,train
5abc5a3a554299700f9d7886,The Mayfield Brewery produced a highly effervescent beer made by fermenting lager yeasts at warmer what?,ale yeast fermentation temperatures,bridge,medium,training,train
5a8a33745542992d82986ef7,Do both Pooh's Heffalump Movie and Pirates of the Caribbean contain Walt Disney elements?,yes,comparison,medium,training,train
5a8369ba5542996488c2e443,The current longtime Supreme Leader of Iran was born in which year ?,1939,bridge,medium,training,train
5ae3145d554299495565db3d,Are Mothering and Alt for Damerne Magazines published in the United States ?,no,comparison,medium,training,train
5a7c602255429935c91b517f,What is the nickname of a professional cyclist who uses osymetrics and was born in 1980?,Wiggo,bridge,medium,training,train
5ac05f735542992a796ded06,Horror Business was released on the label that was run by the singer from what New Jersey city?,Lodi,bridge,medium,training,train
5ab585a15542992aa134a344,What Australian tv show is Brittany Beattie best known for winning?,Australia's Next Top Model,bridge,medium,training,train
5ae80eac554299540e5a5719,What 2014 South Korean film stars the first Asian model to walk Dior Homme's show?,Runway Cop,bridge,medium,training,train
5a8af7095542996c9b8d5f8b,What former Pantera member has Sterling Winfield worked with?,Vinnie Paul,bridge,medium,training,train
5a7fba3555429969796c1b36,"Which game allows the most players to participate, Mad Gab or Blokus?",Mad Gab,comparison,hard,training,train
5abdcb3855429965af743e4f,What kind of group does God & Guns and Lynyrd Skynyrd have in common?,rock band,bridge,medium,training,train
5a8c2cbe554299240d9c20b3,In what national park are the headwaters of Abrams Creek?,Great Smoky Mountains National Park,bridge,medium,training,train
5a8d371f5542994ba4e3dc1f,Who produced the eighth and final instalment in the 'Harry Potter' film series written by Steve Kloves and which starred the stage actress Helena Barlow as Rose Weasley?,David Heyman,bridge,easy,training,train
5a7f609e5542995d8a8dde50,"George Jasper Caster (August 4, 1907 – December 18, 1955), nicknamed ""Ug"", was a right-handed professional baseball pitcher for 21 years from 1929 to 1948 and again in 1953, He played for which team, from 1945-1946, which American professional baseball team based in Detroit, Michigan?",Detroit Tigers,bridge,easy,training,train
5ae6a2965542992ae0d16387,"""Lights Down Low"" is a song written and recorded by American recording artist and reality television personality Jessie James Decker, the song, was inspired by Decker's relationship with her husband, who, which American football wide receiver for the Tennessee Titans of the National Football League (NFL)?",Eric Decker,bridge,easy,training,train
5a90b1e45542990a984936ad,Are Tony Hadley and Seo Eunkwang both radio presenters?,no,comparison,medium,training,train
5ac4f52555429924173fb516,Operation Gothic Serpent had the mission of capturing a faction leader born in what year?,1934,bridge,medium,training,train
5a8278a455429966c78a6a24,What is the name of the castle where Sir John Gordon was forced to surrender under Argyll in 1644?,Kellie Castle,bridge,medium,training,train
5ab51f735542996a3a96a028,Buck Barrow is married to what fringe member of Bonnie and Clyde's gang born in 1911,Blanche Barrow,bridge,medium,training,train
5a7520475542996c70cfae8d,"What member of the ""Gang of Four"" rebels was also known as Shirley Catlin?",Shirley Williams,bridge,medium,training,train
5ac512925542994611c8b364,Pasek and Paul had their original song featured and won a Golden globe in this 2016 American musical written by who,Damien Chazelle,bridge,medium,training,train
5ac48c7c5542995c82c4ad61,"Maynard K. Yingst, was an American racer and crew chief from Linglestown, Pennsylvania, he quit his sprint car racing career to become the crew chief for Bruce Larson's 1989 national championship Funny Car drag racing team, Funny Car is a type of drag racing vehicle and a specific racing class, in organized what?",drag racing,bridge,easy,training,train
5a8e26015542990e94052a78,"was there a Romanian soldier and authoritarian politician who, as the Prime Minister and ""Conducător"" during most of World War II, presided over two successive wartime dictatorships?","The Iași pogrom or Jassy pogrom (pronounced:""Yash"") of 29 June 1941 was a series of pogroms launched by governmental forces",bridge,easy,training,train
5adef9e65542993a75d263ca,"Which director created ""Happy Days"", Garry Marshall or Claude Autant-Lara?",Garry Kent Marshall,comparison,medium,training,train
5a8079d65542992bc0c4a72f,"The father of Charlotte Lee, Countess of Lichfield, was the king of what countries?","England, Scotland and Ireland",bridge,medium,training,train
5a8830d05542994846c1ce11,What 2007 American psychological horror film did a Golden Globe Award nominee for High Fidelity star in?,1408,bridge,medium,training,train
5a7b52b755429927d897bf8d,What music label is also associated with the same manager responsible for Jimmy Spicer?,Def Jam Recordings,bridge,hard,training,train
5a71228f5542994082a3e5c2,Gwiyomi was popularized on a South Korean variety show that airs on which day of the week?,Wednesdays,bridge,medium,training,train
5ae0231355429925eb1afc1e,"Recess is the debut studio album by American music producer Skrillex, released on which date, he's an American electronic dance music producer, DJ, singer, songwriter and multi-instrumentalist?","March 18, 2014",bridge,easy,training,train
5abcfd2f5542993a06baf9dd,Tchaikovsky featured an actor acclaimed as what?,"""king of Soviet actors""",bridge,hard,training,train
5ab7ec0e554299366779404d,"Hunter M. Via worked on which American crime drama television series created by Kurt Sutter, which aired from 2008 to 2014?",Sons of Anarchy,bridge,medium,training,train
5ab2b991554299340b52554d,Were both Inside Out and Hercules made by Walt Disney Pictures?,yes,comparison,medium,training,train
5ab76cec5542995dae37e91c,Do Paul Baloff and Steve Perry play in the same band ?,no,comparison,medium,training,train
5ae152d255429901ffe4ae5e,"What is the name of this Australian generation, electricity and gas retailing private company that is owned by Hong Kong-based Chow Tai Fook Enterprises and operated and maintained the Northern Power Station in Port Augusta? ",Alinta Energy,bridge,medium,training,train
5a8efac55542997ba9cb315e,Leslie Mann is an American actress known for her role in what American comedy film starring Jim Carrey and directed by Ben Stiller?,The Cable Guy,bridge,medium,training,train
5adcdfe45542992c1e3a2449,What song did Fonzworth Bentley co-produce with Kanye West?,Champions,bridge,medium,training,train
5a774e0d55429966f1a36ce8,"What type of art started as a flip book in early times but has been used to make films such as ""Life is Cool"" in 2008?",Korean animation,bridge,medium,training,train
5ab2ea0a554299545a2cfad4,Genzyme's owner since 2011 comes from which city?,"Gentilly, France",bridge,medium,training,train
5ae17e9f55429920d52343eb,"Who directed  Norwegian action thriller film which s based on Nesbø's novel ""Hodejegerne (The Headhunters)"".",Morten Tyldum,bridge,medium,training,train
5a7293d05542992359bc3114,"Which mountain is found in Pakistan, either Trivor or Muztagh Ata?",Trivor,comparison,medium,training,train
5a7a9c315542990198eaf161,What year did Robert Walker have a game winning run against The U?,1993,bridge,medium,training,train
5abbf84e5542993f40c73c34,Which president of the United States first appointed a graduate of UC Berkeley School of Law as Secretary of State of the United States ?,John F. Kennedy,bridge,medium,training,train
5ae2e33555429928c4239530,What football stadium did James Stott play at that was the sixth largest football stadium in England?,Anfield,bridge,medium,training,train
5ac3ca5a554299204fd21e5f,What is the name of the neighbor in the surburban neighborhood in South Jersey where the show Adult Swim show Aqua Teen Hunger Force is based who has alot of non-canon deaths?,Carl Brutananadilewski,bridge,hard,training,train
5ae5677c5542990ba0bbb295,Where was the service academy at which Jack Owsley served as a head football coach located? ,"Annapolis, Maryland",bridge,medium,training,train
5a89a0ed554299669944a551,"Which lake, Lake Mamry or Suraj Tal, is the second largest lake in Poland?",Mamry,comparison,medium,training,train
5a738205554299623ed4abc2,What is the name of the American artist who designed sculptures for a hotel and casino that features carnival games on its Midway?,Montyne,bridge,medium,training,train
5ae7b6405542993210983f02,"While the ST Aero MAV-1 is a low observable Unmanned Air Vehicle prototype developed between ST Aerospace and Defence Science and Technology Agency, what is designed to avoid detection using a variety of technologies that reduce reflection/emission of radar, infrared, visible light, radio-frequency (RF) spectrum, and audio?",Stealth aircraft,bridge,easy,training,train
5a7b5c4c554299042af8f753,"Which film, The War at Home or Loot follows people who were actually active military during a war?",Loot,comparison,hard,training,train
5adecae755429975fa854f94,Are Kunzea and Morus from the same family?,no,comparison,medium,training,train
5adfd8cc55429906c02daa6c,"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?",American,bridge,medium,training,train
5a80e007554299260e20a19a,"The english singer, dancer, and model, who has worked with n American electronic dance music duo consisting of uncle and nephew Redfoo and SkyBlu, is best known as a member of what?",G.R.L.,bridge,easy,training,train
5ab6d76b55429954757d3394,"The Chasm of Doom is the fourth book of which series of 29 gamebooks, created by Joe Dever and initially illustrated (books 1-8) by Gary Chalk?",Lone Wolf,bridge,medium,training,train
5ab37afe55429969a97a815b,"What subscription-based music streaming service, mantained by Aspiro AB, is Bianca Landraus' most recent single released on?",Tidal,bridge,medium,training,train
5abe3c645542991f66106108,"The 2010 movie in which the song ""Stop, Drop and Roll"" was featured was a spin-off sequel of what film?","""Forgetting Sarah Marshall""",bridge,medium,training,train
5ab67c2a55429954757d32f8,Popstar features which pop and hip-hop teen singer?,Aaron Charles Carter,bridge,medium,training,train
5adf1ed85542993a75d263ee,"What 2006 tale of Inspector Clousseau was produced by the same director as the popularly-loved, critically-hated 2003 romantic comedy “Just Married”?",The Pink Panther,bridge,medium,training,train
5abfd7185542997d642958ef,"Which artist did Anthony Toby ""Tony"" Hiller appear with that liked showering himself (and others) with confetti?","Charles Elmer ""Rip"" Taylor, Jr.",bridge,easy,training,train
5ac51dac5542994611c8b3b0,"A Bayou Legend is an American opera composed by William Grant Still, was an American composer, who composed more than 150 works, including five symphonies and eight operas, with a libretto by his wife and frequent collaborator, who?",Verna Arvey,bridge,easy,training,train
5abd6a515542993062266c80,"Which is taller, Masherbrum or Haramosh Peak?",Masherbrum,comparison,medium,training,train
5a78c7ac5542990784727761,"Which filmmaker was born first, Brad Mays or Horace Ové?",Horace Ové,comparison,medium,training,train
5ae63cdc55429908198fa532,"What is the name of this sandbox video game created and designed by Swedish game designer Markus ""Notch"" Persson, which was influenced by Dwarf Fortress?",Minecraft,bridge,medium,training,train
5a8ca554554299240d9c21b2,"What style of running also known as 'natural running', practiced in parts of Africa and Latin America was championed by South African and Great British athlete Zola Budd?",Barefoot running,bridge,easy,training,train
5a90725f5542995b442420b9,Did Zurich Smith play football at a private or public university?,private,bridge,medium,training,train
5abc2681554299700f9d77fc,Which Ugandan political leader was responsible for the murder of Erinayo Wilson Oryema?,Idi Amin Dada,bridge,hard,training,train
5ac13a635542991316484a88,When was Michael Tippett's best known work composed?,1944,bridge,hard,training,train
5a7e51665542994959419997,What is the NATO reporting name of the supermaneuverable fighter aircraft produced by Sukhoi Aviation Corporation that carries the OFAB-100-120?,Flanker-C,bridge,medium,training,train
5add59265542992200553ac8,What type of stories did the author of the 1938 novel This Man Must Die use the pseudonym of Nicholas Blake?,mystery stories,bridge,medium,training,train
5a7f381a55429930675136b1,"A 1979 period children’s adventure film, directed by a man known for his socially critical directing style and for his socialist ideals, which are evident in his film treatment of social issues, was based off a novel by what author?",Leon Garfield,bridge,easy,training,train
5adbd1d15542994650320bf5,"What year did flower show that is, held annually in the same site as the Royal Exhibition Building in Melbourne, Australia, begin?",1995,bridge,medium,training,train
5ab32cb455429969a97a80f0,Matt Selman created an action platformer video game based on the animated television series which was released in October of what year? ,2007,bridge,easy,training,train
5a8baaf05542996e8ac88999,"Who is an French film maker, Jean-Pierre Melville or Christopher Nolan?",Jean-Pierre Melville,comparison,medium,training,train
5a8efd3f5542997ba9cb316e,Who directed the 1999 horror film Miles Christopher Doleac appeared in?,Tim Burton,bridge,medium,training,train
5ae02d8655429924de1b7048,"What nationality was the woman who choreographed ""Le baiser de la fée?",Polish,bridge,medium,training,train
5ae25e915542996483e6498e,"he Australian Conservatives is an Australian political party formed and led by Cory Bernardi, the Family First Party and their two state incumbents, Robert Brokenshire and which Australian politician?",Dennis Hood,bridge,easy,training,train
5a70f2ce5542994082a3e422,"Born in captivity, what lion was introduced into the wild by conservationist George Adamson?",Christian the lion,bridge,medium,training,train
5ab5507d554299494045ef78,Which film that Leila Carmelita Arcieri  is a spy film?,XXX,bridge,medium,training,train
5ae75ecc5542995703ce8bf9,"Which company is one of thirteen Alaska Native Regional Corporations created under the Alaska Native Claims Settlement Act of 1971 that has 3,400 shareholders with a people whose ancestral name is Sugpiaq?","Koniag, Incorporated",bridge,medium,training,train
5a81052455429938b614228f,"Who directed the first film in the series of films that June Whitfield's costar from ""Terry and June"" later became a regular team member of?",Gerald Thomas,bridge,medium,training,train
5ab9858a554299131ca4235d,West Lakes and Lee are both located in which country?,Australia,bridge,easy,training,train
5a8f069c554299458435d51f,Deconstructed contained a song that was used in the comedy horror film directed by whom?,Anthony Waller,bridge,medium,training,train
5abffddf554299012d1db55c,"""Cuckoo Clock"" is a song written by Brian Wilson and Gary Usher for a band formed in what California city?",Hawthorne,bridge,medium,training,train
5a8ef090554299068b959e8b,Who won the Sawamura Award in 2007 and is a starting pitcher for the Los Angeles Dodgers?,Yu Darvish,bridge,medium,training,train
5a89b3df5542992e4fca8388,Zaladane is possibly the sister of the superhero who appears most commonly in association with whom?,X-Men,bridge,medium,training,train
5a70f7bd5542994082a3e45e,Which American actress born in 1950 played the life coach in Modern Men's pilot?,Wendie Malick,bridge,medium,training,train
5ae0f3b85542997b2ef7d0a5,"The 2007–08 Watford F.C. season started off strong, but fell off on part to selling one of their players who was born in what year?",1980,bridge,medium,training,train
5abe9be95542991f661061ae,"Which borders Vietnam, Hekou Yao Autonomous County or Lhasa City?",It is part of the Honghe Hani and Yi Autonomous Prefecture and borders the northern Vietnamese town of Lào Cai.,comparison,easy,training,train
5a844cb75542990548d0b26e,What Hungarian-born Opera star sung the number two position in the highest voice range for the Hungarian State Opera (Budapest)?,Elizabeth Rab,bridge,medium,training,train
5ab1ed03554299449642c809,"Judy Gordon produced ""2x5"", a song by which American songwriting team?",Kander and Ebb,bridge,medium,training,train
5ae7f7315542993210983fdb,When was the older brother of Carl Pelini born? ,"December 13, 1967",bridge,hard,training,train
5ab1c2d5554299722f9b4c56,  Which game has more players Spy Alley or Onyx?,Spy Alley,comparison,medium,training,train
5a7a996b55429927d897bee2,"What year was the actress who has featured in NBC sitcom ""Parks and Recreation"" as well as the American comedy web series ""Keith Broke His Leg"" born in?",1984,bridge,medium,training,train
5a9094e65542995651fb519b,Trent Zimmerman was elected to succeed a politician who is the current ambassador of Australia to which country ?,the United States,bridge,medium,training,train
5a88d07255429946c8d6e8b6,"Life of Kylie is an American reality television series starring Kylie Jenner,  best known for starring in the E! reality television series ""Keeping Up with the Kardashians"" since what young age?",nine,bridge,easy,training,train
5a7b98c3554299294a54aa12,Where did the Labour politician with an employee who later became editor of a left-wing website work as a lecturer before entering politics?,University of Essex,bridge,medium,training,train
5ab92642554299753720f753,"Which band was formed first, The Ocean Blue or Modest Mouse?",The Ocean Blue,comparison,medium,training,train
5a76dcdf5542994aec3b718c,"Who is the one of the writer of Rihanna's song which is in her album Loud (2010) and is a party-drinking song, with multiple references to drinking alcohol, including Jameson Irish Whiskey?",Corey Gibson,bridge,hard,training,train
5ac4453d5542991943173958,"Which is a pop band, Nerf Herder or Voxtrot?",Voxtrot,comparison,medium,training,train
5ab4b4fe5542996a3a969fb9,What is the alias of the convicted Mexican drug lord who formed the now-disintegrated Guadalajara Cartel with Rafael Caro Quintero?,El Padrino,bridge,medium,training,train
5abeda7f5542994516f4545c,Martha Argerich invited which 12 year old French pianist to perform at the Pacific Music Festival in Japan marking the beginning of his career?,François-Xavier Poizat,bridge,medium,training,train
5a8a4c5f5542996c9b8d5e9e,"The Australian Department of Education was a department of the Government of Australia charged with the responsibility for national policies and programs to help Australians access quality and affordable childcare; early childhood education, school education, post-school, higher education, international education and academic research, the Minister for Education was which Australian politician who has been the Liberal member for the House of Representatives seat of Sturt since the 1993 election?",Christopher Maurice Pyne,bridge,easy,training,train
5ae14d2055429920d52343c0,Battle Royale II: Requiem was a sequel to the 2000 Japanese film directed by whom?,Kinji Fukasaku,bridge,medium,training,train
5ae4c1965542995dadf243e1,Carlos Barreto has a notable win over which Heavyweight class UFC fighter?,Ben Rothwell,bridge,hard,training,train
5a7718605542993569682cb6,"What town in Warren County, New York did painter Henry Augustus Loop die?","Lake George, New York",bridge,easy,training,train
5a7bc57d554299294a54aac3,"When did the singer who originally recorded ""Twisting the Night Away"" pass away?",1964,bridge,hard,training,train
5ac05dfa554299012d1db5e8,"The Simpson  shorts and ""Good Night"" appeared on what variety television program?",The Tracey Ullman Show,bridge,medium,training,train
5a7ba9bc554299294a54aa77,When was the label for brooks & Dunn formed?,1989,bridge,medium,training,train
5adf82275542993344016ca2,James O'Dea is a past president of what American non-profit parapsychological research institute that was founded in 1973?,The Institute of Noetic Sciences,bridge,medium,training,train
5a8098af5542996402f6a584,What remove psychiatric hospital is a game by J.T. Petty focused on?,Mount Massive Asylum,bridge,medium,training,train
5ab312c3554299753aec5935,What was the population in the 2010 census of the township in which Egon Hostovský died?,"37,669",bridge,medium,training,train
5aba98d7554299232ef4a35e,Nike Mercurial Vapor is endorsed by the Brazilian footballer who plays what position for Liverpool?,midfielder,bridge,hard,training,train
5a70f1115542994082a3e40a,Which Italian song written by Francesco Sartori and Lucio Quarantotto was covered by Donna Summer in 1999?,Con te partirò,bridge,medium,training,train
5ac4982b5542996feb3fe8fe,"Stargate is a Norwegian record producing and songwriting team composed of Tor Erik Hermansen, and Mikkel Storleer Eriksen, and have produced and written or only produced for stars including which Australian singer-songwriter, record producer and music video director, and started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s?",Sia,bridge,easy,training,train
5a791b0755429907847277b8,"Elizabeth Jane Howard and Stanisław Ignacy Witkiewicz, have which occupation in common?",novelist,comparison,easy,training,train
5ac00c8a5542997d642959b3,The 2011 Euroleague Final Four games were held in an arena designed by whom?,Arata Isozaki,bridge,medium,training,train
5a8696095542991e77181667," ITunes Live from Capitol Studios was streamed live to celebrate the release of Paul McCartney's new studio album, When was this album released ?",February 2012,bridge,hard,training,train
5abed6835542990832d3a0ec,S.Easwara Varma is a violinist who has accompanied an Indian vocalist who is one of ten musicians to receive the Madras Music Academy's Sangeetha Kalanidhi before they turned what?,50 years of age,bridge,hard,training,train
5ab9e39c554299232ef4a256,"Which genus includes more plants that produces flowers, Zanthoxylum or Legousia?",Legousia,comparison,hard,training,train
5a8a15e55542993b751ca9f0,What nationality is the star of My Name is Lenny who is also a UFC Middleweight Champion?,English,bridge,medium,training,train
5a748a7a55429979e2882983,"What Italian painter is best known for a 19th-century art movement characterized by relatively small, thin, yet visible brush strokes, open composition, emphasis on accurate depiction of light in its changing qualities,ordinary subject matter, inclusion of ""movement"" as a crucial element of human perception and experience, and unusual visual angles?",Carlo Balestrini,bridge,easy,training,train
5a871db75542996432c57221,What type of lighthouse once stood in the Mississippi Sound north of The Pass?,a screw-pile lighthouse,bridge,medium,training,train
5a7bc970554299294a54aad5,The reservation used by descendants of the Nipmuck Indians contains a lake of what size?,1442 acres,bridge,medium,training,train
5ac119875542992a796dede6,Aberdeen Exhibition and Conference Centre is home to which mid-priced hotel chain?,Holiday Inn Express,bridge,medium,training,train
5ade58675542997c77adee08,"Thomas James (1804–1891) was a former slave who became an African Methodist Episcopal Zion minister, abolitionist, administrator and author, and served with which Protestant-based abolitionist group founded on September 3, 1846 in Albany, New York?",American Missionary Association (AMA),bridge,easy,training,train
5ac1a7cb5542994d76dcce9f,It Was Written features a supergroup that included the rapper raised in what New York borough?,Brooklyn,bridge,medium,training,train
5a83454c55429966c78a6b65,"Which is native to more continents, Thuja or Lycium?",Lycium,comparison,medium,training,train
5a73e34a554299623ed4ac85,What Hello Monster star was born in 1993?,Park Bo-gum,bridge,medium,training,train
5ab6af75554299710c8d1f3d,Are both Ride a Wild Pony and A Goofy Movie produced by Walt Disney affiliated companies?,yes,comparison,medium,training,train
5ab7f6d95542990e739ec7a6,what premier league team did john carlin play for in 1902?,Liverpool Football Club,bridge,hard,training,train
5ae3c5285542994393b9e75f,"How many days did Nerdland, starring Chicago-born Hannibal Burress, screen before it was released to video in 2017?",one night,bridge,hard,training,train
5a8469a3554299123d8c2245,"What director of ""National Lampoon's Animal House"" directed a 1983 comedy starring Dan Aykroyd and Eddie Murphy?",John Landis,bridge,medium,training,train
5ac3983c55429939154137fd,"What city has a museum dedicated to the man known as ""El Libertador""?","Caracas, Venezuela",bridge,medium,training,train
5adff94455429925eb1afbb6,Do Jonathan Lethem and Diana Athill have the same nationality?,no,comparison,medium,training,train
5ab50afb5542991779162d69,"Who conspired to kill David Rizzio, the lover of Mary, Queen of Scots?",Lord Darnley,bridge,medium,training,train
5ae1d7fc554299234fd04332,War Room Stories had a song featured in the 2015 video game developed by what company?,Dontnod Entertainment,bridge,medium,training,train
5ab29529554299449642c90e,Are both Beanland Mine and Salmita Mine in Canada?,yes,comparison,medium,training,train
5ade27f25542992fa25da6fe,"Which case dealt with same-sex relations, Stenberg v. Carhart or Lawrence v. Texas?",Lawrence v. Texas,comparison,medium,training,train
5ac1aa875542994ab5c67dc4,The Krusty Krab is a fictional fast food restaurant in a tv series created by who?,Stephen Hillenburg,bridge,medium,training,train
5a8b09d755429971feec462b,"Of the two rock group and band, Secondhand Serenade and Thinking Fellers Union Local 282, which is originated in San Francisco?",Thinking Fellers Union Local 282,comparison,medium,training,train
5ab52fca5542996a3a96a04f,In what year was Google’s Santa Tracker rival founded?,1955,bridge,medium,training,train
5a8261d055429954d2e2eb21,What 2004 film had a role filled by an actor who also stared in a 2016 film directed by J. A. Bayona?,"""Dead Man's Shoes""",bridge,medium,training,train
5ae2466e5542994d89d5b3b4,The original purpose of the The Glengarry Pipe Band was to provide a local host band for a series of competitons held annually in what Canadian province?,Ontario,bridge,medium,training,train
5a74778955429974ef308c05,How many balloons were at the 86th birthday celebration of the film producer who holds the record for most Academy Awards earned by an individual?,a million-balloon,bridge,medium,training,train
5ab94b3b554299743d22eaca,Are Manuel Orantes and Anna-Lena Grönefeld both tennis players?,yes,comparison,medium,training,train
5ae65b9f5542992ae0d162f2,"Where is the headquarters of the corporation that owns Bally Technologies, Inc.?","Las Vegas, Nevada",bridge,medium,training,train
5a7a34615542994f819ef14f,"Who published a book about Scandinavia by the author best known for ""A Vindication of the Rights of Woman""",Joseph Johnson,bridge,medium,training,train
5a7a4ae25542990783324ef8,Where is Griesedieck Brothers beer and Falstaff Brewing Corporation located?,St. Louis,bridge,medium,training,train
5a7cbe07554299452d57b9ea,"How many destinations an airline headquartered on the grounds of Cincinnati/Northern Kentucky International Airport, that was owned by one of the four founding members of the SkyTeam airline alliance, and operates joint ventures with Air France-KLM, Alitalia, Korean Air, China Eastern Airlines, Virgin Atlantic, and Virgin Australia?",83 destinations,bridge,easy,training,train
5a751ada5542993748c897b9,"""Insect Dreams: The Half Life of Gregor Samsa"" is a sequel to a Franz Kafka story first published in which year?",1915,bridge,medium,training,train
