query_id,question,answer,question_type,difficulty,experiment_split,source_split
5ae5b3df5542992663a4f20b,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?",Train to Busan,bridge,easy,development,train
5ac2423755429951e9e684ff,According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,"722,664",bridge,medium,development,train
5a822d4655429926c1cdae45,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,Max Gail,bridge,medium,development,train
5ab9672655429970cfb8eabd,Which industry do Richard Hawley and Chicago's Catherine belong to? ,rock band,comparison,easy,development,train
5abb1f745542996cc5e49fb5,Are Pam Veasey and Jon Jost both American?,yes,comparison,medium,development,train
5abbbd0f55429931dba144d5,Maurice Hines and his brother were famous for what?,dancer Gregory Hines,bridge,hard,development,train
5ac3e8c65542997ea680c993,Are the New Orleans Outfall Canals the same length as the Augusta Canal?,yes,comparison,hard,development,train
5a87390555429960ec39b769,In which stadium do the teams owned by Myra Kraft's husband play?,Gillette Stadium,bridge,medium,development,train
5a8766cb5542996e4f3087d6,What southern California based band covered Blue Öyster Cult's Godzilla?,Fu Manchu,bridge,medium,development,train
5a7ca54c55429935c91b527f,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",CEO of Lionsgate UK & Europe,bridge,easy,development,train
5a90c2b35542995651fb51df,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",Swoosie Kurtz,bridge,easy,development,train
5ae0fa8b5542997b2ef7d0c6,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",Lullwater Estate,bridge,medium,development,train
5a74a3bd55429979e28829da,Who invented the type of script used in autographs?,the Sumerians,bridge,medium,development,train
5a8f938a55429918e830d275,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,17%,bridge,medium,development,train
5add3b665542997545bbbcd2,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,David Lyle Boren,bridge,medium,development,train
5ab728e45542992aa3b8c7b4,The Thoen Stone is on display at a museum in what county?,Lawrence County,bridge,medium,development,train
5a74fbe55542996c70cfae63,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?",MedStar Washington Hospital Center,comparison,medium,development,train
5ae1e5545542997f29b3c17a,Siyi Yue has a representative dialect that is related to what larger language?,Cantonese,bridge,medium,training,train
5ab9aecb554299743d22eb9c,"What is the name of this American game show creator, producer, and host, for whose production company Johnny Jacobs often worked?",Chuck Barris,bridge,medium,training,train
5ac1d2ee5542994d76dccef0,Who cared for the castle with which was the caput of Lord of Liddesdale?,Historic Scotland,bridge,medium,training,train
5abe9def5542991f661061b3,"Bart The Bear, the star of a movie adapted from the novel ""The Grizzly King"", was trained in what city?","Heber City, Utah",bridge,easy,training,train
5a86f353554299211dda2b65,Reg Mountford played football that for a team that competes in which league?,the Premier League,bridge,medium,training,train
5a7d33e15542995f4f402235,Speranza is an annual youth festival is held by which engineering institution?,The Indian Institute of Technology Delhi,bridge,medium,training,train
5ac2cda7554299657fa2906f,Leighton Jordan is an American beauty pageant titleholder from a city located in this county in Georgia?,Gwinnett County,bridge,hard,training,train
5a72933d5542991f9a20c4fe,who is the American sports broadcaster whose commentary is featured on WCW Backstage Assault?,Tony Schiavone,bridge,medium,training,train
5a863af15542991e771815cc,Which american comedian starred in Seize the Day and has a son named Ben?,Jerry Stiller,bridge,medium,training,train
5ae2c9235542991a06ce98d5,Are Louis de Bernières and Anya Seton from different countries?,yes,comparison,easy,training,train
5a7a37195542996a35c17135,"Which building was built first, Cannon Building or McCarthy Building ?",Cannon Building,bridge,medium,training,train
5a820b2d5542990a1d231f22,"Daniel John Ferguson Paton, was a Scottish footballer who played in the Football League for which professional football club in Aston, Birmingham, that plays in the Championship, the second level of English football?",Aston Villa Football Club,bridge,easy,training,train
5ae1106e55429920d52342b8,What type of publication are both TV Guide and The American Spectator?,magazine,comparison,medium,training,train
5a80e829554299260e20a1b6,What American actor starred in Home Again and Saturday Night Live?,Jon Rudnitsky,bridge,medium,training,train
5abed2505542990832d3a0cf,C. Barry Carter serves as Editor-in-Chief of a journal founded by who?,Robert W. Cahn,bridge,medium,training,train
5a72b8d25542991f29ee2cd4,What types of alcoholic drinks are mixed into the Shrub and Oatmeal Cookie mixed drinks are there?,made with rum or brandy,comparison,easy,training,train
5a73d8a05542992d56e7e3b8,Which mine yielded both gold and copper over its life: Meadowbank Gold Mine or McIntyre Mines?,McIntyre mine,comparison,hard,training,train
5ae788cf5542994a481bbd75,How many climbers died including Andreas Hinterstoisser while climbing the Eiger north face?,five,bridge,medium,training,train
5ae354d05542992f92d82284,The Upside of Irrationality is a book that followed which 2008 book?,Predictably Irrational,bridge,medium,training,train
5ae3acaa5542990afbd1e1a7,What upcoming American erotic romantic drama film did Robinne Lee star in?,Fifty Shades Freed,bridge,easy,training,train
5a77263255429972597f144b,What movie based on a French science fiction comics series stars Dane DeHaan?,Valerian and the City of a Thousand Planets,bridge,medium,training,train
5a732ff45542994cef4bc49a,What opera was Luigi Piazza associated with on 11 March 1851?,Rigoletto,bridge,medium,training,train
5ae1c58b554299422ee9968d,Voll-Damm is a style of beer that originated where?,Bavaria,bridge,medium,training,train
5ae278a65542992decbdcd19,"Pedro Javier Munoz Gonzales played seven seasons in the majors, for an American professional baseball team that was named after the twin cities, which comprise what?",Minneapolis and St. Paul,bridge,medium,training,train
5abfd18f5542994516f45503,Which writer on the show about several identical people who are clones is also a co-executive producer on the same show?,Russ Cochrane,bridge,medium,training,train
5adf06705542995534e8c733,The No. 3 Squadron RAAF is headquartered at a base that is located in what local government area?,Port Stephens,bridge,hard,training,train
5ae1910c5542997b2ef7d200,Who is the main character in the sitcom in which Sarah Cahlke plays the role of Stella Zinman?,Ted Mosby,bridge,medium,training,train
5abe85105542993f32c2a147,Are Byte and Nautilus  both magazines? ,yes,comparison,medium,training,train
5ababafa55429966062415ed,What was the name of the novel written by the first female Nobel Prize winner for Literature which was adapted into a film in 1930 and 1979?,Charlotte Löwensköld,bridge,medium,training,train
5a7622895542994ccc9186f0,"Who is the director of the 2013 American romantic gothic fantasy film that was stared by an American actor whose feature film debuted in Francis Ford Coppola's independent film ""Tetro""",Richard LaGravenese,bridge,medium,training,train
5ae1be98554299234fd042e4,"In which year was the university, at which Gavin Butt is based, founded?",1891,bridge,medium,training,train
5a7f7f8b5542995d8a8dde90,"The 1951 Belgian Grand Prix was a Formula One motor race held on 17 June 1951 at Circuit de Spa-Francorchamps ,it's the highest class of single-seat auto racing, that is sanctioned by which organization with the acronym of FIA?",Fédération Internationale de l'Automobile,bridge,easy,training,train
5ac01b885542997d642959be,Who sang with The Police and was paid tribute to on The Men I Love?,Sting,bridge,hard,training,train
5ac0734b554299294b218fe7,"Albert ""Al"" Harrington was selected with 25th overall pick in which event that took place on June 24, 1998, at General Motors Place in Vancouver, British Columbia, Canada?",1998 NBA draft,bridge,medium,training,train
5a7626bd554299109176e678,"Which actor starring in ""Lisa Picard Is Famous"" was born in Douglas County?",Laura Ellen Kirk,bridge,medium,training,train
5a865967554299211dda2b03,The Australian Soap in which Jansen Spencer played Paul McClain was first broadcast in what year?,1985,bridge,medium,training,train
5a73b8cc55429978a71e9091,Which Australian actress and singer starred in Zach Snyder's first film Sucker Punch?,Emily Browning,bridge,medium,training,train
5a7b42fb5542992d025e67c9,"Directed by Damien O'Donnell, what 1999 movie was written by one of the titular characters of ""Sammy and Rosie Get Laid""?",East Is East,bridge,easy,training,train
5ab94fcb55429970cfb8ea44,"Which is located in the US, Mariano Marcos State University or Christian Brothers University?",Christian Brothers University,comparison,medium,training,train
5abc5a3a554299700f9d7886,The Mayfield Brewery produced a highly effervescent beer made by fermenting lager yeasts at warmer what?,ale yeast fermentation temperatures,bridge,medium,training,train
5a8a33745542992d82986ef7,Do both Pooh's Heffalump Movie and Pirates of the Caribbean contain Walt Disney elements?,yes,comparison,medium,training,train
5a8369ba5542996488c2e443,The current longtime Supreme Leader of Iran was born in which year ?,1939,bridge,medium,training,train
5ae3145d554299495565db3d,Are Mothering and Alt for Damerne Magazines published in the United States ?,no,comparison,medium,training,train
5a7c602255429935c91b517f,What is the nickname of a professional cyclist who uses osymetrics and was born in 1980?,Wiggo,bridge,medium,training,train
5ac05f735542992a796ded06,Horror Business was released on the label that was run by the singer from what New Jersey city?,Lodi,bridge,medium,training,train
5ab585a15542992aa134a344,What Australian tv show is Brittany Beattie best known for winning?,Australia's Next Top Model,bridge,medium,training,train
5ae80eac554299540e5a5719,What 2014 South Korean film stars the first Asian model to walk Dior Homme's show?,Runway Cop,bridge,medium,training,train
5a8af7095542996c9b8d5f8b,What former Pantera member has Sterling Winfield worked with?,Vinnie Paul,bridge,medium,training,train
5a7fba3555429969796c1b36,"Which game allows the most players to participate, Mad Gab or Blokus?",Mad Gab,comparison,hard,training,train
5abdcb3855429965af743e4f,What kind of group does God & Guns and Lynyrd Skynyrd have in common?,rock band,bridge,medium,training,train
5a8c2cbe554299240d9c20b3,In what national park are the headwaters of Abrams Creek?,Great Smoky Mountains National Park,bridge,medium,training,train
5a8d371f5542994ba4e3dc1f,Who produced the eighth and final instalment in the 'Harry Potter' film series written by Steve Kloves and which starred the stage actress Helena Barlow as Rose Weasley?,David Heyman,bridge,easy,training,train
5a7f609e5542995d8a8dde50,"George Jasper Caster (August 4, 1907 – December 18, 1955), nicknamed ""Ug"", was a right-handed professional baseball pitcher for 21 years from 1929 to 1948 and again in 1953, He played for which team, from 1945-1946, which American professional baseball team based in Detroit, Michigan?",Detroit Tigers,bridge,easy,training,train
5ae6a2965542992ae0d16387,"""Lights Down Low"" is a song written and recorded by American recording artist and reality television personality Jessie James Decker, the song, was inspired by Decker's relationship with her husband, who, which American football wide receiver for the Tennessee Titans of the National Football League (NFL)?",Eric Decker,bridge,easy,training,train
5a90b1e45542990a984936ad,Are Tony Hadley and Seo Eunkwang both radio presenters?,no,comparison,medium,training,train
5ac4f52555429924173fb516,Operation Gothic Serpent had the mission of capturing a faction leader born in what year?,1934,bridge,medium,training,train
5a8278a455429966c78a6a24,What is the name of the castle where Sir John Gordon was forced to surrender under Argyll in 1644?,Kellie Castle,bridge,medium,training,train
5ab51f735542996a3a96a028,Buck Barrow is married to what fringe member of Bonnie and Clyde's gang born in 1911,Blanche Barrow,bridge,medium,training,train
5a7520475542996c70cfae8d,"What member of the ""Gang of Four"" rebels was also known as Shirley Catlin?",Shirley Williams,bridge,medium,training,train
5ac512925542994611c8b364,Pasek and Paul had their original song featured and won a Golden globe in this 2016 American musical written by who,Damien Chazelle,bridge,medium,training,train
5ac48c7c5542995c82c4ad61,"Maynard K. Yingst, was an American racer and crew chief from Linglestown, Pennsylvania, he quit his sprint car racing career to become the crew chief for Bruce Larson's 1989 national championship Funny Car drag racing team, Funny Car is a type of drag racing vehicle and a specific racing class, in organized what?",drag racing,bridge,easy,training,train
5a8e26015542990e94052a78,"was there a Romanian soldier and authoritarian politician who, as the Prime Minister and ""Conducător"" during most of World War II, presided over two successive wartime dictatorships?","The Iași pogrom or Jassy pogrom (pronounced:""Yash"") of 29 June 1941 was a series of pogroms launched by governmental forces",bridge,easy,training,train
5adef9e65542993a75d263ca,"Which director created ""Happy Days"", Garry Marshall or Claude Autant-Lara?",Garry Kent Marshall,comparison,medium,training,train
5a8079d65542992bc0c4a72f,"The father of Charlotte Lee, Countess of Lichfield, was the king of what countries?","England, Scotland and Ireland",bridge,medium,training,train
5a8830d05542994846c1ce11,What 2007 American psychological horror film did a Golden Globe Award nominee for High Fidelity star in?,1408,bridge,medium,training,train
5a7b52b755429927d897bf8d,What music label is also associated with the same manager responsible for Jimmy Spicer?,Def Jam Recordings,bridge,hard,training,train
5a71228f5542994082a3e5c2,Gwiyomi was popularized on a South Korean variety show that airs on which day of the week?,Wednesdays,bridge,medium,training,train
5ae0231355429925eb1afc1e,"Recess is the debut studio album by American music producer Skrillex, released on which date, he's an American electronic dance music producer, DJ, singer, songwriter and multi-instrumentalist?","March 18, 2014",bridge,easy,training,train
5abcfd2f5542993a06baf9dd,Tchaikovsky featured an actor acclaimed as what?,"""king of Soviet actors""",bridge,hard,training,train
5ab7ec0e554299366779404d,"Hunter M. Via worked on which American crime drama television series created by Kurt Sutter, which aired from 2008 to 2014?",Sons of Anarchy,bridge,medium,training,train
5ab2b991554299340b52554d,Were both Inside Out and Hercules made by Walt Disney Pictures?,yes,comparison,medium,training,train
5ab76cec5542995dae37e91c,Do Paul Baloff and Steve Perry play in the same band ?,no,comparison,medium,training,train
5ae152d255429901ffe4ae5e,"What is the name of this Australian generation, electricity and gas retailing private company that is owned by Hong Kong-based Chow Tai Fook Enterprises and operated and maintained the Northern Power Station in Port Augusta? ",Alinta Energy,bridge,medium,training,train
5a8efac55542997ba9cb315e,Leslie Mann is an American actress known for her role in what American comedy film starring Jim Carrey and directed by Ben Stiller?,The Cable Guy,bridge,medium,training,train
5adcdfe45542992c1e3a2449,What song did Fonzworth Bentley co-produce with Kanye West?,Champions,bridge,medium,training,train
5a774e0d55429966f1a36ce8,"What type of art started as a flip book in early times but has been used to make films such as ""Life is Cool"" in 2008?",Korean animation,bridge,medium,training,train
5ab2ea0a554299545a2cfad4,Genzyme's owner since 2011 comes from which city?,"Gentilly, France",bridge,medium,training,train
5ae17e9f55429920d52343eb,"Who directed  Norwegian action thriller film which s based on Nesbø's novel ""Hodejegerne (The Headhunters)"".",Morten Tyldum,bridge,medium,training,train
5a7293d05542992359bc3114,"Which mountain is found in Pakistan, either Trivor or Muztagh Ata?",Trivor,comparison,medium,training,train
5a7a9c315542990198eaf161,What year did Robert Walker have a game winning run against The U?,1993,bridge,medium,training,train
5abbf84e5542993f40c73c34,Which president of the United States first appointed a graduate of UC Berkeley School of Law as Secretary of State of the United States ?,John F. Kennedy,bridge,medium,training,train
5ae2e33555429928c4239530,What football stadium did James Stott play at that was the sixth largest football stadium in England?,Anfield,bridge,medium,training,train
5ac3ca5a554299204fd21e5f,What is the name of the neighbor in the surburban neighborhood in South Jersey where the show Adult Swim show Aqua Teen Hunger Force is based who has alot of non-canon deaths?,Carl Brutananadilewski,bridge,hard,training,train
5ae5677c5542990ba0bbb295,Where was the service academy at which Jack Owsley served as a head football coach located? ,"Annapolis, Maryland",bridge,medium,training,train
5a89a0ed554299669944a551,"Which lake, Lake Mamry or Suraj Tal, is the second largest lake in Poland?",Mamry,comparison,medium,training,train
5a738205554299623ed4abc2,What is the name of the American artist who designed sculptures for a hotel and casino that features carnival games on its Midway?,Montyne,bridge,medium,training,train
5ae7b6405542993210983f02,"While the ST Aero MAV-1 is a low observable Unmanned Air Vehicle prototype developed between ST Aerospace and Defence Science and Technology Agency, what is designed to avoid detection using a variety of technologies that reduce reflection/emission of radar, infrared, visible light, radio-frequency (RF) spectrum, and audio?",Stealth aircraft,bridge,easy,training,train
5a7b5c4c554299042af8f753,"Which film, The War at Home or Loot follows people who were actually active military during a war?",Loot,comparison,hard,training,train
5adecae755429975fa854f94,Are Kunzea and Morus from the same family?,no,comparison,medium,training,train
5adfd8cc55429906c02daa6c,"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?",American,bridge,medium,training,train
